q	r	ANI	n1	n2
barcode54.fasta	barcode05.fasta	97.2111	1526	1651
barcode54.fasta	barcode76.fasta	97.2102	1533	1651
barcode54.fasta	barcode33.fasta	97.2102	1542	1651
barcode54.fasta	barcode38.fasta	97.204	1524	1651
barcode54.fasta	barcode07.fasta	97.2032	1537	1651
barcode54.fasta	barcode77.fasta	97.1909	1536	1651
barcode54.fasta	barcode80.fasta	97.1805	1529	1651
barcode54.fasta	barcode79.fasta	97.1557	1533	1651
barcode54.fasta	barcode90.fasta	96.7855	1504	1651
barcode55.fasta	barcode55.fasta	100	1653	1653
barcode55.fasta	barcode58.fasta	98.8211	1613	1653
barcode55.fasta	barcode42.fasta	98.4763	1594	1653
barcode55.fasta	barcode04.fasta	98.4643	1595	1653
barcode55.fasta	barcode41.fasta	98.4464	1581	1653
barcode55.fasta	barcode59.fasta	98.37	1587	1653
barcode55.fasta	barcode60.fasta	98.3668	1588	1653
barcode55.fasta	barcode92.fasta	98.3556	1598	1653
barcode55.fasta	barcode15.fasta	98.2964	1581	1653
barcode55.fasta	barcode83.fasta	98.2821	1583	1653
barcode55.fasta	barcode01.fasta	98.2652	1578	1653
barcode55.fasta	barcode56.fasta	98.2195	1562	1653
barcode55.fasta	barcode02.fasta	97.6606	1550	1653
barcode55.fasta	barcode70.fasta	97.6491	1548	1653
barcode55.fasta	barcode63.fasta	97.6455	1547	1653
barcode55.fasta	barcode93.fasta	97.6154	1552	1653
barcode55.fasta	barcode64.fasta	97.6112	1547	1653
barcode55.fasta	barcode31.fasta	97.6073	1549	1653
barcode55.fasta	barcode53.fasta	97.6049	1551	1653
barcode55.fasta	barcode36.fasta	97.6007	1536	1653
barcode55.fasta	barcode37.fasta	97.5996	1555	1653
barcode55.fasta	barcode52.fasta	97.5938	1548	1653
barcode55.fasta	barcode61.fasta	97.5693	1545	1653
barcode55.fasta	barcode45.fasta	97.5686	1542	1653
barcode55.fasta	barcode95.fasta	97.5648	1546	1653
barcode55.fasta	barcode49.fasta	97.5563	1548	1653
barcode55.fasta	barcode62.fasta	97.5552	1547	1653
barcode55.fasta	barcode96.fasta	97.5546	1552	1653
barcode55.fasta	barcode14.fasta	97.5522	1545	1653
barcode55.fasta	barcode54.fasta	97.551	1550	1653
barcode55.fasta	barcode69.fasta	97.5372	1556	1653
barcode55.fasta	barcode43.fasta	97.5352	1551	1653
barcode55.fasta	barcode46.fasta	97.5337	1531	1653
barcode55.fasta	barcode91.fasta	97.5297	1548	1653
barcode55.fasta	barcode57.fasta	97.5242	1550	1653
barcode55.fasta	barcode48.fasta	97.523	1560	1653
barcode55.fasta	barcode44.fasta	97.5226	1551	1653
barcode55.fasta	barcode81.fasta	97.5214	1557	1653
barcode55.fasta	barcode47.fasta	97.5182	1551	1653
barcode55.fasta	barcode65.fasta	97.4827	1547	1653
barcode55.fasta	barcode09.fasta	97.4782	1531	1653
barcode55.fasta	barcode84.fasta	97.4772	1540	1653
barcode55.fasta	barcode66.fasta	97.4755	1534	1653
barcode55.fasta	barcode27.fasta	97.468	1538	1653
barcode55.fasta	barcode08.fasta	97.4674	1533	1653
barcode55.fasta	barcode73.fasta	97.4634	1545	1653
barcode55.fasta	barcode40.fasta	97.455	1523	1653
barcode55.fasta	barcode18.fasta	97.4515	1545	1653
barcode55.fasta	barcode72.fasta	97.451	1537	1653
barcode55.fasta	barcode78.fasta	97.4407	1533	1653
barcode55.fasta	barcode22.fasta	97.4368	1531	1653
barcode55.fasta	barcode17.fasta	97.4348	1538	1653
barcode55.fasta	barcode87.fasta	97.4334	1542	1653
barcode55.fasta	barcode71.fasta	97.4331	1543	1653
barcode55.fasta	barcode30.fasta	97.4313	1541	1653
barcode55.fasta	barcode50.fasta	97.4206	1542	1653
barcode55.fasta	barcode26.fasta	97.4151	1531	1653
barcode55.fasta	barcode28.fasta	97.4141	1546	1653
barcode55.fasta	barcode88.fasta	97.4111	1533	1653
barcode55.fasta	barcode12.fasta	97.4099	1557	1653
barcode55.fasta	barcode33.fasta	97.4086	1532	1653
barcode55.fasta	barcode20.fasta	97.4042	1547	1653
barcode55.fasta	barcode21.fasta	97.4027	1540	1653
barcode55.fasta	barcode07.fasta	97.3987	1539	1653
barcode55.fasta	barcode10.fasta	97.3987	1549	1653
barcode55.fasta	barcode80.fasta	97.394	1531	1653
barcode55.fasta	barcode86.fasta	97.3896	1538	1653
barcode55.fasta	barcode74.fasta	97.3835	1529	1653
barcode55.fasta	barcode05.fasta	97.3818	1527	1653
barcode55.fasta	barcode89.fasta	97.3767	1532	1653
barcode55.fasta	barcode85.fasta	97.3763	1544	1653
barcode55.fasta	barcode11.fasta	97.3731	1551	1653
barcode55.fasta	barcode34.fasta	97.3718	1544	1653
barcode55.fasta	barcode38.fasta	97.3497	1530	1653
barcode55.fasta	barcode29.fasta	97.344	1538	1653
barcode55.fasta	barcode82.fasta	97.3365	1538	1653
barcode55.fasta	barcode94.fasta	97.3351	1532	1653
barcode55.fasta	barcode76.fasta	97.3345	1548	1653
barcode55.fasta	barcode77.fasta	97.332	1534	1653
barcode55.fasta	barcode68.fasta	97.3308	1532	1653
barcode55.fasta	barcode32.fasta	97.3296	1542	1653
barcode55.fasta	barcode51.fasta	97.3281	1545	1653
barcode55.fasta	barcode06.fasta	97.3237	1539	1653
barcode55.fasta	barcode16.fasta	97.3193	1541	1653
barcode55.fasta	barcode39.fasta	97.3188	1549	1653
barcode55.fasta	barcode19.fasta	97.3186	1540	1653
barcode55.fasta	barcode35.fasta	97.3184	1531	1653
barcode55.fasta	barcode24.fasta	97.3143	1539	1653
barcode55.fasta	barcode23.fasta	97.3068	1542	1653
barcode55.fasta	barcode75.fasta	97.306	1544	1653
barcode55.fasta	barcode67.fasta	97.3035	1537	1653
barcode55.fasta	barcode03.fasta	97.301	1547	1653
barcode55.fasta	barcode25.fasta	97.2953	1544	1653
barcode55.fasta	barcode13.fasta	97.2871	1537	1653
barcode55.fasta	barcode79.fasta	97.2631	1535	1653
barcode55.fasta	barcode90.fasta	96.7521	1497	1653
barcode56.fasta	barcode56.fasta	100	1645	1648
barcode56.fasta	barcode01.fasta	99.9622	1631	1648
barcode56.fasta	barcode83.fasta	99.2701	1594	1648
barcode56.fasta	barcode92.fasta	99.2627	1595	1648
barcode56.fasta	barcode04.fasta	98.3771	1563	1648
barcode56.fasta	barcode41.fasta	98.3712	1563	1648
barcode56.fasta	barcode42.fasta	98.3655	1569	1648
barcode56.fasta	barcode60.fasta	98.3321	1562	1648
barcode56.fasta	barcode59.fasta	98.3222	1566	1648
barcode56.fasta	barcode15.fasta	98.2593	1559	1648
barcode56.fasta	barcode55.fasta	98.2405	1564	1648
barcode56.fasta	barcode58.fasta	98.1786	1575	1648
barcode56.fasta	barcode62.fasta	97.6812	1528	1648
barcode56.fasta	barcode63.fasta	97.6776	1547	1648
barcode56.fasta	barcode49.fasta	97.6723	1527	1648
barcode56.fasta	barcode02.fasta	97.6716	1548	1648
barcode56.fasta	barcode70.fasta	97.6672	1549	1648
barcode56.fasta	barcode81.fasta	97.6671	1535	1648
barcode56.fasta	barcode46.fasta	97.6576	1503	1648
barcode56.fasta	barcode47.fasta	97.6574	1532	1648
barcode56.fasta	barcode52.fasta	97.6559	1529	1648
barcode56.fasta	barcode31.fasta	97.6501	1539	1648
barcode56.fasta	barcode64.fasta	97.6488	1537	1648
barcode56.fasta	barcode61.fasta	97.6275	1534	1648
barcode56.fasta	barcode96.fasta	97.625	1541	1648
barcode56.fasta	barcode93.fasta	97.6225	1551	1648
barcode56.fasta	barcode14.fasta	97.6223	1543	1648
barcode56.fasta	barcode44.fasta	97.6219	1542	1648
barcode56.fasta	barcode37.fasta	97.6188	1538	1648
barcode56.fasta	barcode36.fasta	97.6179	1526	1648
barcode56.fasta	barcode53.fasta	97.6139	1538	1648
barcode56.fasta	barcode57.fasta	97.6124	1541	1648
barcode56.fasta	barcode66.fasta	97.6108	1521	1648
barcode56.fasta	barcode95.fasta	97.5923	1537	1648
barcode56.fasta	barcode69.fasta	97.5915	1528	1648
barcode56.fasta	barcode45.fasta	97.5891	1534	1648
barcode56.fasta	barcode48.fasta	97.5846	1544	1648
barcode56.fasta	barcode43.fasta	97.5822	1543	1648
barcode56.fasta	barcode91.fasta	97.5792	1543	1648
barcode56.fasta	barcode54.fasta	97.5711	1542	1648
barcode56.fasta	barcode65.fasta	97.497	1535	1648
barcode56.fasta	barcode12.fasta	97.4729	1510	1648
barcode56.fasta	barcode78.fasta	97.4532	1514	1648
barcode56.fasta	barcode50.fasta	97.43	1521	1648
barcode56.fasta	barcode72.fasta	97.4252	1520	1648
barcode56.fasta	barcode28.fasta	97.4226	1515	1648
barcode56.fasta	barcode84.fasta	97.4135	1518	1648
barcode56.fasta	barcode18.fasta	97.4129	1523	1648
barcode56.fasta	barcode73.fasta	97.4121	1524	1648
barcode56.fasta	barcode21.fasta	97.4058	1517	1648
barcode56.fasta	barcode22.fasta	97.4041	1523	1648
barcode56.fasta	barcode11.fasta	97.4015	1524	1648
barcode56.fasta	barcode34.fasta	97.3999	1529	1648
barcode56.fasta	barcode03.fasta	97.3975	1537	1648
barcode56.fasta	barcode71.fasta	97.3923	1520	1648
barcode56.fasta	barcode32.fasta	97.3908	1530	1648
barcode56.fasta	barcode82.fasta	97.3866	1516	1648
barcode56.fasta	barcode17.fasta	97.385	1524	1648
barcode56.fasta	barcode85.fasta	97.3837	1529	1648
barcode56.fasta	barcode51.fasta	97.3809	1530	1648
barcode56.fasta	barcode80.fasta	97.3808	1510	1648
barcode56.fasta	barcode89.fasta	97.3777	1534	1648
barcode56.fasta	barcode19.fasta	97.3767	1513	1648
barcode56.fasta	barcode20.fasta	97.3766	1526	1648
barcode56.fasta	barcode06.fasta	97.3701	1510	1648
barcode56.fasta	barcode74.fasta	97.3676	1502	1648
barcode56.fasta	barcode87.fasta	97.3644	1529	1648
barcode56.fasta	barcode08.fasta	97.3644	1522	1648
barcode56.fasta	barcode86.fasta	97.3616	1521	1648
barcode56.fasta	barcode24.fasta	97.3613	1512	1648
barcode56.fasta	barcode35.fasta	97.361	1520	1648
barcode56.fasta	barcode26.fasta	97.3605	1515	1648
barcode56.fasta	barcode68.fasta	97.3603	1510	1648
barcode56.fasta	barcode23.fasta	97.3599	1521	1648
barcode56.fasta	barcode07.fasta	97.3595	1524	1648
barcode56.fasta	barcode27.fasta	97.3591	1521	1648
barcode56.fasta	barcode67.fasta	97.3578	1513	1648
barcode56.fasta	barcode25.fasta	97.3551	1526	1648
barcode56.fasta	barcode77.fasta	97.351	1518	1648
barcode56.fasta	barcode76.fasta	97.3456	1518	1648
barcode56.fasta	barcode13.fasta	97.3452	1516	1648
barcode56.fasta	barcode30.fasta	97.3433	1521	1648
barcode56.fasta	barcode29.fasta	97.3387	1523	1648
barcode56.fasta	barcode33.fasta	97.3375	1525	1648
barcode56.fasta	barcode94.fasta	97.3267	1526	1648
barcode56.fasta	barcode75.fasta	97.3248	1529	1648
barcode56.fasta	barcode10.fasta	97.3132	1526	1648
barcode56.fasta	barcode39.fasta	97.3078	1526	1648
barcode56.fasta	barcode38.fasta	97.3034	1509	1648
barcode56.fasta	barcode16.fasta	97.3014	1515	1648
barcode56.fasta	barcode88.fasta	97.2983	1526	1648
barcode56.fasta	barcode79.fasta	97.2961	1510	1648
barcode56.fasta	barcode05.fasta	97.2839	1509	1648
barcode56.fasta	barcode09.fasta	97.2724	1519	1648
barcode56.fasta	barcode40.fasta	97.2373	1524	1648
barcode56.fasta	barcode90.fasta	96.7853	1483	1648
barcode57.fasta	barcode57.fasta	100	1657	1657
barcode57.fasta	barcode44.fasta	99.9974	1653	1657
barcode57.fasta	barcode14.fasta	99.9971	1654	1657
barcode57.fasta	barcode49.fasta	99.996	1654	1657
barcode57.fasta	barcode62.fasta	99.9959	1652	1657
barcode57.fasta	barcode81.fasta	99.9913	1651	1657
barcode57.fasta	barcode96.fasta	99.9857	1650	1657
barcode57.fasta	barcode93.fasta	99.1556	1603	1657
barcode57.fasta	barcode31.fasta	98.2586	1574	1657
barcode57.fasta	barcode53.fasta	98.258	1575	1657
barcode57.fasta	barcode37.fasta	98.2553	1576	1657
barcode57.fasta	barcode64.fasta	98.2443	1581	1657
barcode57.fasta	barcode69.fasta	98.1011	1574	1657
barcode57.fasta	barcode46.fasta	97.8612	1534	1657
barcode57.fasta	barcode36.fasta	97.8602	1548	1657
barcode57.fasta	barcode61.fasta	97.8567	1556	1657
barcode57.fasta	barcode47.fasta	97.8337	1566	1657
barcode57.fasta	barcode45.fasta	97.8301	1553	1657
barcode57.fasta	barcode02.fasta	97.7741	1562	1657
barcode57.fasta	barcode63.fasta	97.7616	1568	1657
barcode57.fasta	barcode70.fasta	97.7347	1573	1657
barcode57.fasta	barcode52.fasta	97.6889	1567	1657
barcode57.fasta	barcode01.fasta	97.6388	1545	1657
barcode57.fasta	barcode48.fasta	97.6353	1564	1657
barcode57.fasta	barcode66.fasta	97.6345	1528	1657
barcode57.fasta	barcode95.fasta	97.6236	1557	1657
barcode57.fasta	barcode43.fasta	97.6225	1555	1657
barcode57.fasta	barcode91.fasta	97.6208	1552	1657
barcode57.fasta	barcode54.fasta	97.6166	1556	1657
barcode57.fasta	barcode83.fasta	97.61	1549	1657
barcode57.fasta	barcode56.fasta	97.5833	1541	1657
barcode57.fasta	barcode42.fasta	97.5737	1546	1657
barcode57.fasta	barcode41.fasta	97.5618	1551	1657
barcode57.fasta	barcode92.fasta	97.5609	1564	1657
barcode57.fasta	barcode55.fasta	97.5597	1543	1657
barcode57.fasta	barcode04.fasta	97.5518	1558	1657
barcode57.fasta	barcode65.fasta	97.5477	1558	1657
barcode57.fasta	barcode32.fasta	97.5269	1552	1657
barcode57.fasta	barcode51.fasta	97.5177	1554	1657
barcode57.fasta	barcode89.fasta	97.511	1551	1657
barcode57.fasta	barcode15.fasta	97.4869	1566	1657
barcode57.fasta	barcode60.fasta	97.4867	1563	1657
barcode57.fasta	barcode58.fasta	97.4846	1555	1657
barcode57.fasta	barcode59.fasta	97.4752	1567	1657
barcode57.fasta	barcode03.fasta	97.4397	1558	1657
barcode57.fasta	barcode68.fasta	97.3057	1525	1657
barcode57.fasta	barcode84.fasta	97.3051	1535	1657
barcode57.fasta	barcode67.fasta	97.303	1525	1657
barcode57.fasta	barcode28.fasta	97.3006	1531	1657
barcode57.fasta	barcode12.fasta	97.2966	1533	1657
barcode57.fasta	barcode27.fasta	97.2934	1525	1657
barcode57.fasta	barcode18.fasta	97.292	1530	1657
barcode57.fasta	barcode72.fasta	97.2911	1518	1657
barcode57.fasta	barcode78.fasta	97.2903	1522	1657
barcode57.fasta	barcode19.fasta	97.2897	1531	1657
barcode57.fasta	barcode34.fasta	97.2896	1524	1657
barcode57.fasta	barcode05.fasta	97.289	1531	1657
barcode57.fasta	barcode85.fasta	97.2663	1529	1657
barcode57.fasta	barcode87.fasta	97.2657	1525	1657
barcode57.fasta	barcode24.fasta	97.2654	1536	1657
barcode57.fasta	barcode74.fasta	97.2613	1527	1657
barcode57.fasta	barcode30.fasta	97.2592	1540	1657
barcode57.fasta	barcode17.fasta	97.2578	1522	1657
barcode57.fasta	barcode71.fasta	97.2548	1529	1657
barcode57.fasta	barcode11.fasta	97.2532	1526	1657
barcode57.fasta	barcode25.fasta	97.2521	1527	1657
barcode57.fasta	barcode21.fasta	97.2516	1518	1657
barcode57.fasta	barcode39.fasta	97.2481	1529	1657
barcode57.fasta	barcode38.fasta	97.2473	1527	1657
barcode57.fasta	barcode50.fasta	97.245	1534	1657
barcode57.fasta	barcode07.fasta	97.2439	1517	1657
barcode57.fasta	barcode16.fasta	97.2436	1531	1657
barcode57.fasta	barcode20.fasta	97.2425	1525	1657
barcode57.fasta	barcode82.fasta	97.239	1526	1657
barcode57.fasta	barcode06.fasta	97.2317	1542	1657
barcode57.fasta	barcode08.fasta	97.2301	1540	1657
barcode57.fasta	barcode76.fasta	97.2295	1532	1657
barcode57.fasta	barcode75.fasta	97.2293	1530	1657
barcode57.fasta	barcode09.fasta	97.2258	1539	1657
barcode57.fasta	barcode94.fasta	97.2188	1531	1657
barcode57.fasta	barcode13.fasta	97.2176	1532	1657
barcode57.fasta	barcode73.fasta	97.2127	1540	1657
barcode57.fasta	barcode79.fasta	97.2116	1543	1657
barcode57.fasta	barcode77.fasta	97.2086	1540	1657
barcode57.fasta	barcode88.fasta	97.2034	1521	1657
barcode57.fasta	barcode33.fasta	97.2027	1536	1657
barcode57.fasta	barcode29.fasta	97.1989	1532	1657
barcode57.fasta	barcode23.fasta	97.1947	1530	1657
barcode57.fasta	barcode35.fasta	97.1945	1548	1657
barcode57.fasta	barcode22.fasta	97.1801	1536	1657
barcode57.fasta	barcode26.fasta	97.1796	1526	1657
barcode57.fasta	barcode10.fasta	97.1786	1539	1657
barcode57.fasta	barcode86.fasta	97.1619	1527	1657
barcode57.fasta	barcode80.fasta	97.1602	1523	1657
barcode57.fasta	barcode40.fasta	97.1444	1548	1657
barcode57.fasta	barcode90.fasta	96.7789	1512	1657
barcode58.fasta	barcode58.fasta	100	1668	1668
barcode58.fasta	barcode55.fasta	98.8359	1612	1668
barcode58.fasta	barcode04.fasta	98.5732	1590	1668
barcode58.fasta	barcode60.fasta	98.5712	1590	1668
barcode58.fasta	barcode42.fasta	98.5712	1591	1668
barcode58.fasta	barcode59.fasta	98.5701	1585	1668
barcode58.fasta	barcode41.fasta	98.5382	1594	1668
barcode58.fasta	barcode92.fasta	98.4347	1583	1668
barcode58.fasta	barcode15.fasta	98.3826	1581	1668
barcode58.fasta	barcode83.fasta	98.2422	1582	1668
barcode58.fasta	barcode01.fasta	98.2296	1586	1668
barcode58.fasta	barcode56.fasta	98.2088	1574	1668
barcode58.fasta	barcode47.fasta	97.6017	1546	1668
barcode58.fasta	barcode02.fasta	97.5952	1553	1668
barcode58.fasta	barcode93.fasta	97.5867	1558	1668
barcode58.fasta	barcode63.fasta	97.5841	1556	1668
barcode58.fasta	barcode70.fasta	97.5827	1559	1668
barcode58.fasta	barcode45.fasta	97.5645	1545	1668
barcode58.fasta	barcode37.fasta	97.563	1556	1668
barcode58.fasta	barcode49.fasta	97.5628	1549	1668
barcode58.fasta	barcode46.fasta	97.5562	1532	1668
barcode58.fasta	barcode62.fasta	97.5561	1551	1668
barcode58.fasta	barcode64.fasta	97.546	1552	1668
barcode58.fasta	barcode96.fasta	97.54	1558	1668
barcode58.fasta	barcode31.fasta	97.5369	1550	1668
barcode58.fasta	barcode81.fasta	97.5359	1562	1668
barcode58.fasta	barcode44.fasta	97.5322	1548	1668
barcode58.fasta	barcode14.fasta	97.5309	1552	1668
barcode58.fasta	barcode36.fasta	97.5219	1549	1668
barcode58.fasta	barcode52.fasta	97.5217	1557	1668
barcode58.fasta	barcode53.fasta	97.5213	1562	1668
barcode58.fasta	barcode95.fasta	97.5196	1549	1668
barcode58.fasta	barcode57.fasta	97.5194	1556	1668
barcode58.fasta	barcode69.fasta	97.5086	1552	1668
barcode58.fasta	barcode54.fasta	97.5079	1551	1668
barcode58.fasta	barcode61.fasta	97.5066	1552	1668
barcode58.fasta	barcode66.fasta	97.4865	1540	1668
barcode58.fasta	barcode43.fasta	97.4761	1557	1668
barcode58.fasta	barcode48.fasta	97.4644	1563	1668
barcode58.fasta	barcode91.fasta	97.46	1558	1668
barcode58.fasta	barcode65.fasta	97.4383	1547	1668
barcode58.fasta	barcode78.fasta	97.4124	1529	1668
barcode58.fasta	barcode11.fasta	97.4096	1542	1668
barcode58.fasta	barcode72.fasta	97.4068	1532	1668
barcode58.fasta	barcode34.fasta	97.4046	1537	1668
barcode58.fasta	barcode73.fasta	97.3977	1547	1668
barcode58.fasta	barcode22.fasta	97.3893	1540	1668
barcode58.fasta	barcode08.fasta	97.3782	1533	1668
barcode58.fasta	barcode85.fasta	97.3709	1536	1668
barcode58.fasta	barcode26.fasta	97.3689	1536	1668
barcode58.fasta	barcode10.fasta	97.3681	1535	1668
barcode58.fasta	barcode28.fasta	97.3645	1542	1668
barcode58.fasta	barcode18.fasta	97.364	1550	1668
barcode58.fasta	barcode24.fasta	97.3607	1530	1668
barcode58.fasta	barcode09.fasta	97.3555	1542	1668
barcode58.fasta	barcode50.fasta	97.3551	1540	1668
barcode58.fasta	barcode51.fasta	97.3521	1548	1668
barcode58.fasta	barcode87.fasta	97.35	1544	1668
barcode58.fasta	barcode17.fasta	97.3486	1538	1668
barcode58.fasta	barcode32.fasta	97.3486	1549	1668
barcode58.fasta	barcode74.fasta	97.3484	1527	1668
barcode58.fasta	barcode82.fasta	97.344	1532	1668
barcode58.fasta	barcode84.fasta	97.3436	1550	1668
barcode58.fasta	barcode76.fasta	97.3422	1542	1668
barcode58.fasta	barcode94.fasta	97.3394	1526	1668
barcode58.fasta	barcode86.fasta	97.338	1550	1668
barcode58.fasta	barcode29.fasta	97.3355	1531	1668
barcode58.fasta	barcode27.fasta	97.3353	1538	1668
barcode58.fasta	barcode35.fasta	97.3348	1529	1668
barcode58.fasta	barcode20.fasta	97.3344	1538	1668
barcode58.fasta	barcode03.fasta	97.3315	1544	1668
barcode58.fasta	barcode06.fasta	97.3305	1541	1668
barcode58.fasta	barcode21.fasta	97.3301	1545	1668
barcode58.fasta	barcode68.fasta	97.3297	1546	1668
barcode58.fasta	barcode05.fasta	97.326	1536	1668
barcode58.fasta	barcode30.fasta	97.325	1547	1668
barcode58.fasta	barcode33.fasta	97.3244	1549	1668
barcode58.fasta	barcode23.fasta	97.323	1537	1668
barcode58.fasta	barcode07.fasta	97.3224	1541	1668
barcode58.fasta	barcode77.fasta	97.3209	1540	1668
barcode58.fasta	barcode71.fasta	97.3182	1550	1668
barcode58.fasta	barcode67.fasta	97.316	1545	1668
barcode58.fasta	barcode88.fasta	97.3142	1547	1668
barcode58.fasta	barcode75.fasta	97.3102	1537	1668
barcode58.fasta	barcode40.fasta	97.3095	1539	1668
barcode58.fasta	barcode12.fasta	97.3072	1563	1668
barcode58.fasta	barcode13.fasta	97.3066	1544	1668
barcode58.fasta	barcode89.fasta	97.3037	1556	1668
barcode58.fasta	barcode19.fasta	97.302	1538	1668
barcode58.fasta	barcode38.fasta	97.3017	1532	1668
barcode58.fasta	barcode79.fasta	97.2962	1531	1668
barcode58.fasta	barcode39.fasta	97.2955	1547	1668
barcode58.fasta	barcode16.fasta	97.2935	1527	1668
barcode58.fasta	barcode80.fasta	97.2839	1542	1668
barcode58.fasta	barcode25.fasta	97.2495	1548	1668
barcode58.fasta	barcode90.fasta	96.8159	1483	1668
barcode59.fasta	barcode59.fasta	100	1703	1704
barcode59.fasta	barcode60.fasta	99.9921	1703	1704
barcode59.fasta	barcode41.fasta	99.8271	1629	1704
barcode59.fasta	barcode04.fasta	98.8611	1614	1704
barcode59.fasta	barcode42.fasta	98.8431	1611	1704
barcode59.fasta	barcode58.fasta	98.5469	1584	1704
barcode59.fasta	barcode55.fasta	98.4328	1587	1704
barcode59.fasta	barcode92.fasta	98.4138	1591	1704
barcode59.fasta	barcode83.fasta	98.3604	1583	1704
barcode59.fasta	barcode56.fasta	98.3443	1561	1704
barcode59.fasta	barcode15.fasta	98.3384	1586	1704
barcode59.fasta	barcode01.fasta	98.3196	1579	1704
barcode59.fasta	barcode63.fasta	97.6155	1558	1704
barcode59.fasta	barcode70.fasta	97.6091	1560	1704
barcode59.fasta	barcode02.fasta	97.6078	1562	1704
barcode59.fasta	barcode37.fasta	97.602	1568	1704
barcode59.fasta	barcode36.fasta	97.5968	1547	1704
barcode59.fasta	barcode64.fasta	97.5949	1564	1704
barcode59.fasta	barcode46.fasta	97.5948	1528	1704
barcode59.fasta	barcode93.fasta	97.5758	1565	1704
barcode59.fasta	barcode31.fasta	97.5625	1553	1704
barcode59.fasta	barcode53.fasta	97.5537	1569	1704
barcode59.fasta	barcode52.fasta	97.5511	1545	1704
barcode59.fasta	barcode57.fasta	97.5374	1564	1704
barcode59.fasta	barcode69.fasta	97.5343	1556	1704
barcode59.fasta	barcode14.fasta	97.5302	1556	1704
barcode59.fasta	barcode81.fasta	97.5277	1562	1704
barcode59.fasta	barcode47.fasta	97.5217	1557	1704
barcode59.fasta	barcode45.fasta	97.5214	1546	1704
barcode59.fasta	barcode48.fasta	97.5214	1562	1704
barcode59.fasta	barcode54.fasta	97.5134	1553	1704
barcode59.fasta	barcode61.fasta	97.5074	1542	1704
barcode59.fasta	barcode49.fasta	97.5069	1563	1704
barcode59.fasta	barcode96.fasta	97.5029	1555	1704
barcode59.fasta	barcode66.fasta	97.498	1531	1704
barcode59.fasta	barcode43.fasta	97.4974	1553	1704
barcode59.fasta	barcode44.fasta	97.4957	1568	1704
barcode59.fasta	barcode62.fasta	97.4923	1564	1704
barcode59.fasta	barcode91.fasta	97.4847	1551	1704
barcode59.fasta	barcode95.fasta	97.4518	1562	1704
barcode59.fasta	barcode72.fasta	97.4484	1533	1704
barcode59.fasta	barcode65.fasta	97.4391	1546	1704
barcode59.fasta	barcode21.fasta	97.4264	1528	1704
barcode59.fasta	barcode27.fasta	97.4253	1533	1704
barcode59.fasta	barcode07.fasta	97.3989	1541	1704
barcode59.fasta	barcode84.fasta	97.398	1537	1704
barcode59.fasta	barcode87.fasta	97.395	1540	1704
barcode59.fasta	barcode85.fasta	97.394	1537	1704
barcode59.fasta	barcode20.fasta	97.3935	1553	1704
barcode59.fasta	barcode34.fasta	97.3921	1541	1704
barcode59.fasta	barcode18.fasta	97.3915	1536	1704
barcode59.fasta	barcode80.fasta	97.3879	1530	1704
barcode59.fasta	barcode50.fasta	97.3869	1538	1704
barcode59.fasta	barcode28.fasta	97.3865	1544	1704
barcode59.fasta	barcode12.fasta	97.369	1553	1704
barcode59.fasta	barcode88.fasta	97.3687	1544	1704
barcode59.fasta	barcode26.fasta	97.3568	1540	1704
barcode59.fasta	barcode11.fasta	97.3565	1543	1704
barcode59.fasta	barcode78.fasta	97.3441	1529	1704
barcode59.fasta	barcode05.fasta	97.3429	1524	1704
barcode59.fasta	barcode09.fasta	97.3375	1533	1704
barcode59.fasta	barcode51.fasta	97.321	1541	1704
barcode59.fasta	barcode33.fasta	97.3174	1544	1704
barcode59.fasta	barcode40.fasta	97.3172	1531	1704
barcode59.fasta	barcode32.fasta	97.3158	1545	1704
barcode59.fasta	barcode08.fasta	97.3141	1548	1704
barcode59.fasta	barcode38.fasta	97.3137	1527	1704
barcode59.fasta	barcode22.fasta	97.309	1549	1704
barcode59.fasta	barcode03.fasta	97.298	1541	1704
barcode59.fasta	barcode89.fasta	97.2975	1545	1704
barcode59.fasta	barcode73.fasta	97.2898	1548	1704
barcode59.fasta	barcode13.fasta	97.276	1539	1704
barcode59.fasta	barcode16.fasta	97.2681	1546	1704
barcode59.fasta	barcode74.fasta	97.2552	1536	1704
barcode59.fasta	barcode79.fasta	97.248	1543	1704
barcode59.fasta	barcode67.fasta	97.2399	1550	1704
barcode59.fasta	barcode25.fasta	97.2383	1543	1704
barcode59.fasta	barcode24.fasta	97.2302	1542	1704
barcode59.fasta	barcode17.fasta	97.229	1555	1704
barcode59.fasta	barcode82.fasta	97.2227	1551	1704
barcode59.fasta	barcode35.fasta	97.2225	1542	1704
barcode59.fasta	barcode23.fasta	97.2197	1539	1704
barcode59.fasta	barcode68.fasta	97.2129	1551	1704
barcode59.fasta	barcode29.fasta	97.2125	1551	1704
barcode59.fasta	barcode71.fasta	97.2122	1565	1704
barcode59.fasta	barcode06.fasta	97.2056	1554	1704
barcode59.fasta	barcode30.fasta	97.2013	1556	1704
barcode59.fasta	barcode86.fasta	97.1972	1563	1704
barcode59.fasta	barcode10.fasta	97.1919	1573	1704
barcode59.fasta	barcode76.fasta	97.1908	1547	1704
barcode59.fasta	barcode77.fasta	97.1898	1548	1704
