sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
barcode31_PARIS_II_merge_4	Paris	PARIS_II_merge	bc31_02036	bc31_02036	bc31_02036	1	Paris_II_merge__AAA_21_DUF4435
barcode31_DRT8_1	DRT	DRT8	bc31_02215	bc31_02216	bc31_02215,bc31_02216	2	DRT8__DRT8b,DRT8__DRT8
barcode31_Wadjet_I_3	Wadjet	Wadjet_I	bc31_04083	bc31_04086	bc31_04083,bc31_04085,bc31_04086	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode31_RM_Type_I_15	RM	RM_Type_I	bc31_03012	bc31_03016	bc31_03012,bc31_03013,bc31_03016	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
barcode31_SoFic_13	SoFIC	SoFic	bc31_00056	bc31_00056	bc31_00056	1	SoFic__SoFic
barcode31_CBASS_II_12	CBASS	CBASS_II	bc31_00130	bc31_00132	bc31_00130,bc31_00131,bc31_00132	3	CBASS__Sensing_SAVED,CBASS__Cyclase_II,CBASS__AG_E1_ThiF
barcode31_SoFic_14	SoFIC	SoFic	bc31_00226	bc31_00226	bc31_00226	1	SoFic__SoFic
barcode31_CAS_Class1-Subtype-I-F_16	CasFinder	CAS_Class1-Subtype-I-F	bc31_00247	bc31_00252	bc31_00247,bc31_00248,bc31_00249,bc31_00250,bc31_00251,bc31_00252	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode32_RM_Type_II_6	RM	RM_Type_II	bc32_00988	bc32_00992	bc32_00988,bc32_00991,bc32_00992	3	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases,RM_Type_II__Type_II_REases
barcode32_PrrC_4	PrrC	PrrC	bc32_02982	bc32_02986	bc32_02982,bc32_02984,bc32_02986	3	RM__Type_I_MTases,PrrC__PrrC,RM__Type_I_REases
barcode32_CAS_Class1-Subtype-I-F_7	CasFinder	CAS_Class1-Subtype-I-F	bc32_00249	bc32_00254	bc32_00249,bc32_00250,bc32_00251,bc32_00252,bc32_00253,bc32_00254	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode32_SoFic_3	SoFIC	SoFic	bc32_00231	bc32_00231	bc32_00231	1	SoFic__SoFic
barcode32_Wadjet_I_2	Wadjet	Wadjet_I	bc32_04067	bc32_04070	bc32_04067,bc32_04069,bc32_04070	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode33_Wadjet_I_5	Wadjet	Wadjet_I	bc33_04250	bc33_04253	bc33_04250,bc33_04252,bc33_04253	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode33_SoFic_9	SoFIC	SoFic	bc33_00056	bc33_00056	bc33_00056	1	SoFic__SoFic
barcode33_SoFic_10	SoFIC	SoFic	bc33_00229	bc33_00229	bc33_00229	1	SoFic__SoFic
barcode33_Retron_XII_8	Retron	Retron_XII	bc33_00590	bc33_00590	bc33_00590	1	Retron_XII__RT_12
barcode33_BREX_I_7	BREX	BREX_I	bc33_03212	bc33_03218	bc33_03212,bc33_03213,bc33_03214,bc33_03216,bc33_03217,bc33_03218	6	BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819
barcode33_RM_Type_II_14	RM	RM_Type_II	bc33_01075	bc33_01079	bc33_01075,bc33_01078,bc33_01079	3	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases,RM_Type_II__Type_II_REases
barcode33_RM_Type_I_12	RM	RM_Type_I	bc33_01268	bc33_01271	bc33_01268,bc33_01269,bc33_01271	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode33_PrrC_11	PrrC	PrrC	bc33_03131	bc33_03135	bc33_03131,bc33_03133,bc33_03134,bc33_03135	4	RM__Type_I_MTases,PrrC__PrrC,RM__Type_I_S,RM__Type_I_REases
barcode33_AbiD_1	AbiD	AbiD	bc33_00336	bc33_00336	bc33_00336	1	AbiD__AbiD
barcode33_Gao_Ppl_2	Gao_Ppl	Gao_Ppl	bc33_00540	bc33_00540	bc33_00540	1	Gao_Ppl__PplA
barcode33_RloC_3	RloC	RloC	bc33_03927	bc33_03927	bc33_03927	1	RloC__RloC
barcode34_Zorya_TypeI_7	Zorya	Zorya_TypeI	bc34_02758	bc34_02761	bc34_02758,bc34_02759,bc34_02760,bc34_02761	4	Zorya_TypeI__ZorD,Zorya_TypeI__ZorC,Zorya__ZorB,Zorya__ZorA
barcode34_RM_Type_I_11	RM	RM_Type_I	bc34_01244	bc34_01249	bc34_01244,bc34_01245,bc34_01249	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode34_RM_Type_I_12	RM	RM_Type_I	bc34_03153	bc34_03156	bc34_03153,bc34_03154,bc34_03156	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode34_Wadjet_I_6	Wadjet	Wadjet_I	bc34_04237	bc34_04240	bc34_04237,bc34_04239,bc34_04240	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode34_SoFic_9	SoFIC	SoFic	bc34_00055	bc34_00055	bc34_00055	1	SoFic__SoFic
barcode34_SoFic_10	SoFIC	SoFic	bc34_00237	bc34_00237	bc34_00237	1	SoFic__SoFic
barcode34_Retron_XII_8	Retron	Retron_XII	bc34_00592	bc34_00592	bc34_00592	1	Retron_XII__RT_12
barcode34_AbiD_1	AbiD	AbiD	bc34_00344	bc34_00344	bc34_00344	1	AbiD__AbiD
barcode34_Gao_Ppl_3	Gao_Ppl	Gao_Ppl	bc34_00542	bc34_00542	bc34_00542	1	Gao_Ppl__PplA
barcode34_AbiE_2	AbiE	AbiE	bc34_01074	bc34_01075	bc34_01074,bc34_01075	2	AbiEii__AbiEii,AbiEii__AbiEi_3
barcode34_Lamassu-Cap4_nuclease_4	Lamassu-Fam	Lamassu-Cap4_nuclease	bc34_02606	bc34_02608	bc34_02606,bc34_02607,bc34_02608	3	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuC_acc_Cap4_nuclease,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II
barcode35_SoFic_8	SoFIC	SoFic	bc35_00057	bc35_00057	bc35_00057	1	SoFic__SoFic
barcode35_SoFic_9	SoFIC	SoFic	bc35_00228	bc35_00228	bc35_00228	1	SoFic__SoFic
barcode35_Retron_XII_7	Retron	Retron_XII	bc35_00586	bc35_00586	bc35_00586	1	Retron_XII__RT_12
barcode35_pAgo_S1B_10	pAgo	pAgo_S1B	bc35_03047	bc35_03048	bc35_03047,bc35_03048	2	pAgo__SIR2APAZ,pAgo__pAgo_S1B
barcode35_Wadjet_I_6	Wadjet	Wadjet_I	bc35_04305	bc35_04308	bc35_04305,bc35_04307,bc35_04308	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode35_RM_Type_I_11	RM	RM_Type_I	bc35_01242	bc35_01245	bc35_01242,bc35_01243,bc35_01245	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode35_RM_Type_IIG_13	RM	RM_Type_IIG	bc35_02380	bc35_02380	bc35_02380	1	RM_Type_IIG__Type_IIG
barcode35_RM_Type_I_12	RM	RM_Type_I	bc35_03220	bc35_03223	bc35_03220,bc35_03221,bc35_03223	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode35_AbiV_1	AbiV	AbiV	bc35_00351	bc35_00351	bc35_00351	1	AbiV__AbiV
barcode35_Gao_Ppl_3	Gao_Ppl	Gao_Ppl	bc35_00534	bc35_00534	bc35_00534	1	Gao_Ppl__PplA
barcode35_RloC_4	RloC	RloC	bc35_01069	bc35_01069	bc35_01069	1	RloC__RloC
barcode35_Gabija_2	Gabija	Gabija	bc35_02413	bc35_02414	bc35_02413,bc35_02414	2	Gabija__GajB_2,Gabija__GajA
barcode36_CAS_Class1-Subtype-I-F_12	CasFinder	CAS_Class1-Subtype-I-F	bc36_00236	bc36_00241	bc36_00236,bc36_00237,bc36_00238,bc36_00239,bc36_00240,bc36_00241	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode36_SoFic_8	SoFIC	SoFic	bc36_00054	bc36_00054	bc36_00054	1	SoFic__SoFic
barcode36_DarTG_3	DarTG	DarTG	bc36_00564	bc36_00565	bc36_00564,bc36_00565	2	DarTG__DarT,DarTG__DarG
barcode36_Avs_III_2	Avs	Avs_III	bc36_03399	bc36_03401	bc36_03399,bc36_03401	2	Avs_III__Avs3B,Avs_III__Avs3A
barcode36_Wadjet_I_5	Wadjet	Wadjet_I	bc36_04123	bc36_04126	bc36_04123,bc36_04124,bc36_04125,bc36_04126	4	Wadjet__JetD_I,Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode36_Gabija_1	Gabija	Gabija	bc36_02631	bc36_02632	bc36_02631,bc36_02632	2	Gabija__GajB_2,Gabija__GajA
barcode36_CapRel_6	CapRel	CapRel	bc36_01128	bc36_01128	bc36_01128	1	CapRel__CapRel
barcode36_Shango_7	Shango	Shango	bc36_02644	bc36_02646	bc36_02644,bc36_02645,bc36_02646	3	Shango__SngA,Shango__SngB,Shango__SngC
barcode36_RM_Type_IV_11	RM	RM_Type_IV	bc36_02649	bc36_02649	bc36_02649	1	RM_Type_IV__Type_IV_REases
barcode36_PrrC_9	PrrC	PrrC	bc36_03048	bc36_03051	bc36_03048,bc36_03049,bc36_03050,bc36_03051	4	PrrC__EcoprrI,RM__Type_I_S,PrrC__PrrC,RM__Type_I_REases
barcode37_PARIS_II_merge_4	Paris	PARIS_II_merge	bc37_02025	bc37_02025	bc37_02025	1	Paris_II_merge__AAA_21_DUF4435
barcode37_RM_Type_I_15	RM	RM_Type_I	bc37_03002	bc37_03006	bc37_03002,bc37_03003,bc37_03006	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
barcode37_Detocs_5	Detocs	Detocs	bc37_02026	bc37_02028	bc37_02026,bc37_02027,bc37_02028	3	Detocs__dtcC,Detocs__dtcB,Detocs__dtcA
barcode37_Shango_9	Shango	Shango	bc37_02458	bc37_02460	bc37_02458,bc37_02459,bc37_02460	3	Shango__SngA,Shango__SngB,Shango__SngC
barcode37_CAS_Class1-Subtype-I-F_16	CasFinder	CAS_Class1-Subtype-I-F	bc37_00248	bc37_00253	bc37_00248,bc37_00249,bc37_00250,bc37_00251,bc37_00252,bc37_00253	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode37_SoFic_13	SoFIC	SoFic	bc37_00057	bc37_00057	bc37_00057	1	SoFic__SoFic
barcode37_CBASS_II_12	CBASS	CBASS_II	bc37_00132	bc37_00134	bc37_00132,bc37_00133,bc37_00134	3	CBASS__Sensing_SAVED,CBASS__Cyclase_II,CBASS__AG_E1_ThiF
barcode37_SoFic_14	SoFIC	SoFic	bc37_00228	bc37_00228	bc37_00228	1	SoFic__SoFic
barcode37_DRT8_1	DRT	DRT8	bc37_02204	bc37_02205	bc37_02204,bc37_02205	2	DRT8__DRT8b,DRT8__DRT8
barcode37_Wadjet_I_3	Wadjet	Wadjet_I	bc37_04075	bc37_04078	bc37_04075,bc37_04077,bc37_04078	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode38_AbiV_1	AbiV	AbiV	bc38_00346	bc38_00346	bc38_00346	1	AbiV__AbiV
barcode38_Gao_Ppl_2	Gao_Ppl	Gao_Ppl	bc38_00532	bc38_00532	bc38_00532	1	Gao_Ppl__PplA
barcode38_PsyrTA_3	PsyrTA	PsyrTA	bc38_01960	bc38_01961	bc38_01960,bc38_01961	2	PsyrTA__PsyrT,PsyrTA__PsyrA
barcode38_Wadjet_I_5	Wadjet	Wadjet_I	bc38_04177	bc38_04180	bc38_04177,bc38_04179,bc38_04180	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode38_RM_Type_II_11	RM	RM_Type_II	bc38_00582	bc38_00583	bc38_00582,bc38_00583	2	RM_Type_II__Type_II_REases,RM_Type_II__Type_II_MTases
barcode38_RM_Type_IIG_12	RM	RM_Type_IIG	bc38_01032	bc38_01032	bc38_01032	1	RM_Type_IIG__Type_IIG
barcode38_RM_Type_I_9	RM	RM_Type_I	bc38_01210	bc38_01213	bc38_01210,bc38_01211,bc38_01213	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode38_RM_Type_I_10	RM	RM_Type_I	bc38_03074	bc38_03077	bc38_03074,bc38_03077	2	RM__Type_I_REases,RM__Type_I_MTases
barcode38_SoFic_7	SoFIC	SoFic	bc38_00055	bc38_00055	bc38_00055	1	SoFic__SoFic
barcode38_SoFic_8	SoFIC	SoFic	bc38_00220	bc38_00220	bc38_00220	1	SoFic__SoFic
barcode38_Pycsar_6	Pycsar	Pycsar	bc38_01023	bc38_01024	bc38_01023,bc38_01024	2	CBASS__Effector_TIR,Pycsar__AG_cyclase
barcode39_RM_Type_I_11	RM	RM_Type_I	bc39_01194	bc39_01197	bc39_01194,bc39_01195,bc39_01197	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode39_RM_Type_IIG_13	RM	RM_Type_IIG	bc39_02108	bc39_02108	bc39_02108	1	RM_Type_IIG__Type_IIG
barcode39_RM_Type_I_12	RM	RM_Type_I	bc39_03251	bc39_03254	bc39_03251,bc39_03254	2	RM__Type_I_REases,RM__Type_I_MTases
barcode39_AbiD_1	AbiD	AbiD	bc39_00330	bc39_00330	bc39_00330	1	AbiD__AbiD
barcode39_AbiV_2	AbiV	AbiV	bc39_00346	bc39_00346	bc39_00346	1	AbiV__AbiV
barcode39_Gao_Ppl_4	Gao_Ppl	Gao_Ppl	bc39_00531	bc39_00531	bc39_00531	1	Gao_Ppl__PplA
barcode39_Gabija_3	Gabija	Gabija	bc39_02075	bc39_02076	bc39_02075,bc39_02076	2	Gabija__GajA,Gabija__GajB_2
barcode39_SoFic_8	SoFIC	SoFic	bc39_00054	bc39_00054	bc39_00054	1	SoFic__SoFic
barcode39_SoFic_9	SoFIC	SoFic	bc39_00221	bc39_00221	bc39_00221	1	SoFic__SoFic
barcode39_Retron_XII_7	Retron	Retron_XII	bc39_00584	bc39_00584	bc39_00584	1	Retron_XII__RT_12
barcode39_pAgo_S1B_10	pAgo	pAgo_S1B	bc39_03080	bc39_03081	bc39_03080,bc39_03081	2	pAgo__SIR2APAZ,pAgo__pAgo_S1B
barcode39_Wadjet_I_6	Wadjet	Wadjet_I	bc39_04353	bc39_04356	bc39_04353,bc39_04355,bc39_04356	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode40_CapRel_6	CapRel	CapRel	bc40_03928	bc40_03928	bc40_03928	1	CapRel__CapRel
barcode40_Wadjet_I_5	Wadjet	Wadjet_I	bc40_00094	bc40_00097	bc40_00094,bc40_00095,bc40_00097	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
barcode40_SoFic_10	SoFIC	SoFic	bc40_00067	bc40_00067	bc40_00067	1	SoFic__SoFic
barcode40_CBASS_III_9	CBASS	CBASS_III	bc40_01964	bc40_01968	bc40_01964,bc40_01966,bc40_01967,bc40_01968	4	CBASS__Effector_TIR,CBASS__TRIP13,CBASS__bacHORMA_1,CBASS__Cyclase_II
barcode40_SoFic_11	SoFIC	SoFic	bc40_04174	bc40_04174	bc40_04174	1	SoFic__SoFic
barcode40_AbiD_1	AbiD	AbiD	bc40_00873	bc40_00873	bc40_00873	1	AbiD__AbiD
barcode40_Gabija_2	Gabija	Gabija	bc40_02296	bc40_02298	bc40_02296,bc40_02298	2	Gabija__GajB_3,Gabija__GajA
barcode40_Gao_Ppl_3	Gao_Ppl	Gao_Ppl	bc40_03870	bc40_03870	bc40_03870	1	Gao_Ppl__PplA
barcode40_RM_Type_I_12	RM	RM_Type_I	bc40_00870	bc40_00875	bc40_00870,bc40_00874,bc40_00875	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode40_RM_Type_IIG_13	RM	RM_Type_IIG	bc40_02106	bc40_02106	bc40_02106	1	RM_Type_IIG__Type_IIG
barcode41_SoFic_7	SoFIC	SoFic	bc41_00054	bc41_00054	bc41_00054	1	SoFic__SoFic
barcode41_SoFic_8	SoFIC	SoFic	bc41_00233	bc41_00233	bc41_00233	1	SoFic__SoFic
barcode41_Avs_IV_4	Avs	Avs_IV	bc41_02245	bc41_02245	bc41_02245	1	Avs_IV__Avs4A
barcode41_Wadjet_I_6	Wadjet	Wadjet_I	bc41_04188	bc41_04191	bc41_04188,bc41_04190,bc41_04191	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode41_CAS_Class1-Subtype-I-F_9	CasFinder	CAS_Class1-Subtype-I-F	bc41_00251	bc41_00256	bc41_00251,bc41_00252,bc41_00253,bc41_00254,bc41_00255,bc41_00256	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode41_BstA_2	BstA	BstA	bc41_00130	bc41_00130	bc41_00130	1	BstA__BstA
barcode41_AbiD_1	AbiD	AbiD	bc41_00339	bc41_00339	bc41_00339	1	AbiD__AbiD
barcode41_RloC_3	RloC	RloC	bc41_01018	bc41_01018	bc41_01018	1	RloC__RloC
barcode42_RosmerTA_6	RosmerTA	RosmerTA	bc42_03790	bc42_03791	bc42_03790,bc42_03791	2	RosmerTA__RmrA_2662548665,RosmerTA__RmrT_2662548665
barcode42_SoFic_7	SoFIC	SoFic	bc42_00053	bc42_00053	bc42_00053	1	SoFic__SoFic
barcode42_SoFic_8	SoFIC	SoFic	bc42_00226	bc42_00226	bc42_00226	1	SoFic__SoFic
barcode42_Wadjet_I_5	Wadjet	Wadjet_I	bc42_04287	bc42_04290	bc42_04287,bc42_04289,bc42_04290	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode42_RM_Type_I_9	RM	RM_Type_I	bc42_03121	bc42_03125	bc42_03121,bc42_03122,bc42_03125	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
barcode42_AbiD_1	AbiD	AbiD	bc42_00324	bc42_00324	bc42_00324	1	AbiD__AbiD
barcode42_Lamassu-Cap4_nuclease_3	Lamassu-Fam	Lamassu-Cap4_nuclease	bc42_02032	bc42_02034	bc42_02032,bc42_02033,bc42_02034	3	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuC_acc_Cap4_nuclease,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II
barcode42_Gabija_2	Gabija	Gabija	bc42_02098	bc42_02099	bc42_02098,bc42_02099	2	Gabija__GajA,Gabija__GajB_2
barcode43_Avs_III_4	Avs	Avs_III	bc43_03425	bc43_03426	bc43_03425,bc43_03426	2	Avs_III__Avs3B,Avs_III__Avs3A
barcode43_Wadjet_I_6	Wadjet	Wadjet_I	bc43_04157	bc43_04160	bc43_04157,bc43_04158,bc43_04159,bc43_04160	4	Wadjet__JetD_I,Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode43_RM_Type_II_11	RM	RM_Type_II	bc43_01007	bc43_01011	bc43_01007,bc43_01010,bc43_01011	3	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases,RM_Type_II__Type_II_REases
barcode43_RM_Type_I_10	RM	RM_Type_I	bc43_03065	bc43_03070	bc43_03065,bc43_03069,bc43_03070	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode43_SoFic_8	SoFIC	SoFic	bc43_00227	bc43_00227	bc43_00227	1	SoFic__SoFic
barcode43_SoFic_9	SoFIC	SoFic	bc43_03066	bc43_03066	bc43_03066	1	SoFic__SoFic
barcode43_AbiD_1	AbiD	AbiD	bc43_00335	bc43_00335	bc43_00335	1	AbiD__AbiD
barcode43_Gabija_2	Gabija	Gabija	bc43_00995	bc43_00996	bc43_00995,bc43_00996	2	Gabija__GajB_2,Gabija__GajA
barcode43_Gabija_3	Gabija	Gabija	bc43_02214	bc43_02215	bc43_02214,bc43_02215	2	Gabija__GajB_2,Gabija__GajA
barcode43_RosmerTA_7	RosmerTA	RosmerTA	bc43_02216	bc43_02217	bc43_02216,bc43_02217	2	RosmerTA__RmrA_2634932349,RosmerTA__RmrT_2634932349
barcode43_CAS_Class1-Subtype-I-F_12	CasFinder	CAS_Class1-Subtype-I-F	bc43_00248	bc43_00253	bc43_00248,bc43_00249,bc43_00250,bc43_00251,bc43_00252,bc43_00253	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode44_FS_HP_4	FS_HP	FS_HP	bc44_00021	bc44_00021	bc44_00021	1	FS_HP__HP
barcode44_NLR_like_bNACHT01_5	NLR	NLR_like_bNACHT01	bc44_00060	bc44_00060	bc44_00060	1	NLR_like_bNACHT01__NLR_like_bNACHT01
barcode44_Septu_6	Septu	Septu	bc44_01952	bc44_01954	bc44_01952,bc44_01953,bc44_01954	3	Septu__PtuB,Septu__PtuA,Septu__PtuB
barcode44_Wadjet_I_8	Wadjet	Wadjet_I	bc44_04129	bc44_04133	bc44_04129,bc44_04132,bc44_04133	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode44_SoFic_14	SoFIC	SoFic	bc44_00052	bc44_00052	bc44_00052	1	SoFic__SoFic
barcode44_CBASS_I_13	CBASS	CBASS_I	bc44_00121	bc44_00122	bc44_00121,bc44_00122	2	CBASS__Sensing_SAVED,CBASS__Cyclase_II
barcode44_SoFic_15	SoFIC	SoFic	bc44_00220	bc44_00220	bc44_00220	1	SoFic__SoFic
barcode44_BREX_I_11	BREX	BREX_I	bc44_03669	bc44_03675	bc44_03669,bc44_03670,bc44_03673,bc44_03674,bc44_03675	5	BREX__brxL,BREX__pglZA,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819
barcode44_Gao_TerY_2	Gao_TerY	Gao_TerY	bc44_01041	bc44_01043	bc44_01041,bc44_01042,bc44_01043	3	Gao_TerY__TerYA,Gao_TerY__TerYB,Gao_TerY__TerYC
barcode44_Gao_Iet_1	Gao_Iet	Gao_Iet	bc44_02225	bc44_02226	bc44_02225,bc44_02226	2	Gao_Iet__IetA,Gao_Iet__IetS
barcode44_Lamassu-Mrr_3	Lamassu-Fam	Lamassu-Mrr	bc44_04158	bc44_04160	bc44_04158,bc44_04159,bc44_04160	3	Lamassu-Fam__LmuA_effector_Mrr,Lamassu-Fam__LmuC_acc_Mrr,Lamassu-Fam__LmuB_SMC_Mrr
barcode44_RM_Type_I_16	RM	RM_Type_I	bc44_03021	bc44_03025	bc44_03021,bc44_03022,bc44_03025	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
barcode44_CapRel_9	CapRel	CapRel	bc44_00471	bc44_00471	bc44_00471	1	CapRel__CapRel
barcode44_CAS_Class1-Subtype-I-F_17	CasFinder	CAS_Class1-Subtype-I-F	bc44_00244	bc44_00249	bc44_00244,bc44_00245,bc44_00246,bc44_00247,bc44_00248,bc44_00249	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode45_Gabija_1	Gabija	Gabija	bc45_02564	bc45_02565	bc45_02564,bc45_02565	2	Gabija__GajB_2,Gabija__GajA
barcode45_Gabija_2	Gabija	Gabija	bc45_03752	bc45_03753	bc45_03752,bc45_03753	2	Gabija__GajB_3,Gabija__GajA
barcode45_CAS_Class1-Subtype-I-F_13	CasFinder	CAS_Class1-Subtype-I-F	bc45_00245	bc45_00250	bc45_00245,bc45_00246,bc45_00247,bc45_00248,bc45_00249,bc45_00250	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode45_PD-Lambda-5_11	PD-Lambda-5	PD-Lambda-5	bc45_01745	bc45_01746	bc45_01745,bc45_01746	2	PD-Lambda-5__PD-Lambda-5_B,PD-Lambda-5__PD-Lambda-5_A
barcode45_RM_Type_IIG_12	RM	RM_Type_IIG	bc45_03760	bc45_03760	bc45_03760	1	RM_Type_IIG__Type_IIG
barcode45_NLR_like_bNACHT01_5	NLR	NLR_like_bNACHT01	bc45_00062	bc45_00062	bc45_00062	1	NLR_like_bNACHT01__NLR_like_bNACHT01
barcode45_DarTG_4	DarTG	DarTG	bc45_00574	bc45_00575	bc45_00574,bc45_00575	2	DarTG__DarT,DarTG__DarG
barcode45_Avs_III_3	Avs	Avs_III	bc45_03320	bc45_03322	bc45_03320,bc45_03322	2	Avs_III__Avs3B,Avs_III__Avs3A
barcode45_Wadjet_I_7	Wadjet	Wadjet_I	bc45_04074	bc45_04077	bc45_04074,bc45_04075,bc45_04076,bc45_04077	4	Wadjet__JetD_I,Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode45_SoFic_10	SoFIC	SoFic	bc45_00054	bc45_00054	bc45_00054	1	SoFic__SoFic
barcode45_Mokosh_Type_I_A_9	Mokosh	Mokosh_Type_I_A	bc45_02146	bc45_02147	bc45_02146,bc45_02147	2	Mokosh_type_I__MkoB_A,Mokosh_type_I__MkoA_A
barcode46_SoFic_7	SoFIC	SoFic	bc46_00056	bc46_00056	bc46_00056	1	SoFic__SoFic
barcode46_SoFic_8	SoFIC	SoFic	bc46_00229	bc46_00229	bc46_00229	1	SoFic__SoFic
barcode46_CBASS_III_6	CBASS	CBASS_III	bc46_01832	bc46_01835	bc46_01832,bc46_01833,bc46_01834,bc46_01835	4	CBASS__Cyclase_II,CBASS__bacHORMA_1,CBASS__TRIP13,CBASS__Sensing_TPALS
barcode46_Wadjet_I_2	Wadjet	Wadjet_I	bc46_04048	bc46_04051	bc46_04048,bc46_04050,bc46_04051	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode46_PD-T7-3_3	PD-T7-3	PD-T7-3	bc46_04066	bc46_04066	bc46_04066	1	PD-T7-3__PD-T7-3
barcode46_RM_Type_I_9	RM	RM_Type_I	bc46_02974	bc46_02978	bc46_02974,bc46_02975,bc46_02978	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
barcode46_CAS_Class1-Subtype-I-F_10	CasFinder	CAS_Class1-Subtype-I-F	bc46_00249	bc46_00254	bc46_00249,bc46_00250,bc46_00251,bc46_00252,bc46_00253,bc46_00254	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode47_SoFic_7	SoFIC	SoFic	bc47_00057	bc47_00057	bc47_00057	1	SoFic__SoFic
barcode47_SoFic_8	SoFIC	SoFic	bc47_00230	bc47_00230	bc47_00230	1	SoFic__SoFic
barcode47_CBASS_III_6	CBASS	CBASS_III	bc47_01896	bc47_01899	bc47_01896,bc47_01897,bc47_01898,bc47_01899	4	CBASS__Cyclase_II,CBASS__bacHORMA_1,CBASS__TRIP13,CBASS__Sensing_TPALS
barcode47_Wadjet_I_2	Wadjet	Wadjet_I	bc47_04112	bc47_04115	bc47_04112,bc47_04114,bc47_04115	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
