Barcode_present	spacer_id	
barcode31	barcode36_contig_1_Unknown_1_28|286884-286915
barcode36	barcode36_contig_1_Unknown_1_28|286884-286915
barcode37	barcode36_contig_1_Unknown_1_28|286884-286915
barcode44	barcode36_contig_1_Unknown_1_28|286884-286915
barcode49	barcode36_contig_1_Unknown_1_28|286884-286915
barcode53	barcode36_contig_1_Unknown_1_28|286884-286915
barcode57	barcode36_contig_1_Unknown_1_28|286884-286915
barcode62	barcode36_contig_1_Unknown_1_28|286884-286915
barcode63	barcode36_contig_1_Unknown_1_28|286884-286915
barcode64	barcode36_contig_1_Unknown_1_28|286884-286915
barcode70	barcode36_contig_1_Unknown_1_28|286884-286915
barcode81	barcode36_contig_1_Unknown_1_28|286884-286915
barcode93	barcode36_contig_1_Unknown_1_28|286884-286915
barcode96	barcode36_contig_1_Unknown_1_28|286884-286915
barcode61	barcode61_contig_1_Unknown_1_73|298875-298906
barcode43	barcode43_contig_1_Unknown_1_69|300787-300818
barcode54	barcode43_contig_1_Unknown_1_69|300787-300818
barcode91	barcode43_contig_1_Unknown_1_69|300787-300818
barcode95	barcode43_contig_1_Unknown_1_69|300787-300818
barcode02	barcode48_contig_3_Unknown_1_3|292435-292466
barcode36	barcode48_contig_3_Unknown_1_3|292435-292466
barcode43	barcode48_contig_3_Unknown_1_3|292435-292466
barcode48	barcode48_contig_3_Unknown_1_3|292435-292466
barcode54	barcode48_contig_3_Unknown_1_3|292435-292466
barcode63	barcode48_contig_3_Unknown_1_3|292435-292466
barcode69	barcode48_contig_3_Unknown_1_3|292435-292466
barcode70	barcode48_contig_3_Unknown_1_3|292435-292466
barcode91	barcode48_contig_3_Unknown_1_3|292435-292466
barcode95	barcode48_contig_3_Unknown_1_3|292435-292466
barcode58	barcode58_contig_1_Unknown_1_32|296466-296497
barcode58	barcode58_contig_1_Unknown_1_40|296946-296977
barcode58	barcode58_contig_1_Unknown_1_75|299048-299079
barcode58	barcode58_contig_1_Unknown_1_41|297006-297037
barcode36	barcode48_contig_3_Unknown_1_17|293275-293306
barcode43	barcode48_contig_3_Unknown_1_17|293275-293306
barcode48	barcode48_contig_3_Unknown_1_17|293275-293306
barcode54	barcode48_contig_3_Unknown_1_17|293275-293306
barcode69	barcode48_contig_3_Unknown_1_17|293275-293306
barcode91	barcode48_contig_3_Unknown_1_17|293275-293306
barcode95	barcode48_contig_3_Unknown_1_17|293275-293306
barcode43	barcode43_contig_1_Unknown_1_84|301687-301718
barcode54	barcode43_contig_1_Unknown_1_84|301687-301718
barcode91	barcode43_contig_1_Unknown_1_84|301687-301718
barcode95	barcode43_contig_1_Unknown_1_84|301687-301718
barcode02	barcode48_contig_3_Unknown_1_10|292855-292886
barcode14	barcode48_contig_3_Unknown_1_10|292855-292886
barcode31	barcode48_contig_3_Unknown_1_10|292855-292886
barcode36	barcode48_contig_3_Unknown_1_10|292855-292886
barcode37	barcode48_contig_3_Unknown_1_10|292855-292886
barcode43	barcode48_contig_3_Unknown_1_10|292855-292886
barcode44	barcode48_contig_3_Unknown_1_10|292855-292886
barcode48	barcode48_contig_3_Unknown_1_10|292855-292886
barcode49	barcode48_contig_3_Unknown_1_10|292855-292886
barcode53	barcode48_contig_3_Unknown_1_10|292855-292886
barcode54	barcode48_contig_3_Unknown_1_10|292855-292886
barcode57	barcode48_contig_3_Unknown_1_10|292855-292886
barcode62	barcode48_contig_3_Unknown_1_10|292855-292886
barcode63	barcode48_contig_3_Unknown_1_10|292855-292886
barcode64	barcode48_contig_3_Unknown_1_10|292855-292886
barcode69	barcode48_contig_3_Unknown_1_10|292855-292886
barcode70	barcode48_contig_3_Unknown_1_10|292855-292886
barcode81	barcode48_contig_3_Unknown_1_10|292855-292886
barcode91	barcode48_contig_3_Unknown_1_10|292855-292886
barcode93	barcode48_contig_3_Unknown_1_10|292855-292886
barcode95	barcode48_contig_3_Unknown_1_10|292855-292886
barcode96	barcode48_contig_3_Unknown_1_10|292855-292886
barcode14	barcode93_contig_2_Unknown_1_94|305575-305606
barcode44	barcode93_contig_2_Unknown_1_94|305575-305606
barcode49	barcode93_contig_2_Unknown_1_94|305575-305606
barcode57	barcode93_contig_2_Unknown_1_94|305575-305606
barcode62	barcode93_contig_2_Unknown_1_94|305575-305606
barcode81	barcode93_contig_2_Unknown_1_94|305575-305606
barcode93	barcode93_contig_2_Unknown_1_94|305575-305606
barcode96	barcode93_contig_2_Unknown_1_94|305575-305606
barcode02	barcode36_contig_1_Unknown_1_41|287665-287696
barcode14	barcode36_contig_1_Unknown_1_41|287665-287696
barcode31	barcode36_contig_1_Unknown_1_41|287665-287696
barcode36	barcode36_contig_1_Unknown_1_41|287665-287696
barcode37	barcode36_contig_1_Unknown_1_41|287665-287696
barcode43	barcode36_contig_1_Unknown_1_41|287665-287696
barcode44	barcode36_contig_1_Unknown_1_41|287665-287696
barcode49	barcode36_contig_1_Unknown_1_41|287665-287696
barcode53	barcode36_contig_1_Unknown_1_41|287665-287696
barcode54	barcode36_contig_1_Unknown_1_41|287665-287696
barcode57	barcode36_contig_1_Unknown_1_41|287665-287696
barcode62	barcode36_contig_1_Unknown_1_41|287665-287696
barcode63	barcode36_contig_1_Unknown_1_41|287665-287696
barcode64	barcode36_contig_1_Unknown_1_41|287665-287696
barcode70	barcode36_contig_1_Unknown_1_41|287665-287696
barcode81	barcode36_contig_1_Unknown_1_41|287665-287696
barcode91	barcode36_contig_1_Unknown_1_41|287665-287696
barcode93	barcode36_contig_1_Unknown_1_41|287665-287696
barcode95	barcode36_contig_1_Unknown_1_41|287665-287696
barcode96	barcode36_contig_1_Unknown_1_41|287665-287696
barcode02	barcode02_contig_1_Unknown_1_47|300534-300565
barcode63	barcode02_contig_1_Unknown_1_47|300534-300565
barcode70	barcode02_contig_1_Unknown_1_47|300534-300565
barcode31	barcode64_contig_1_Unknown_1_137|295051-295082
barcode37	barcode64_contig_1_Unknown_1_137|295051-295082
barcode53	barcode64_contig_1_Unknown_1_137|295051-295082
barcode64	barcode64_contig_1_Unknown_1_137|295051-295082
barcode43	barcode43_contig_1_Unknown_1_55|299947-299978
barcode54	barcode43_contig_1_Unknown_1_55|299947-299978
barcode91	barcode43_contig_1_Unknown_1_55|299947-299978
barcode95	barcode43_contig_1_Unknown_1_55|299947-299978
barcode31	barcode64_contig_1_Unknown_1_138|295111-295142
barcode37	barcode64_contig_1_Unknown_1_138|295111-295142
barcode53	barcode64_contig_1_Unknown_1_138|295111-295142
barcode64	barcode64_contig_1_Unknown_1_138|295111-295142
barcode14	barcode93_contig_2_Unknown_1_12|300655-300686
barcode31	barcode93_contig_2_Unknown_1_12|300655-300686
barcode37	barcode93_contig_2_Unknown_1_12|300655-300686
barcode44	barcode93_contig_2_Unknown_1_12|300655-300686
barcode49	barcode93_contig_2_Unknown_1_12|300655-300686
barcode53	barcode93_contig_2_Unknown_1_12|300655-300686
barcode57	barcode93_contig_2_Unknown_1_12|300655-300686
barcode62	barcode93_contig_2_Unknown_1_12|300655-300686
barcode64	barcode93_contig_2_Unknown_1_12|300655-300686
barcode81	barcode93_contig_2_Unknown_1_12|300655-300686
barcode93	barcode93_contig_2_Unknown_1_12|300655-300686
barcode96	barcode93_contig_2_Unknown_1_12|300655-300686
barcode02	barcode02_contig_1_Unknown_1_66|301676-301707
barcode63	barcode02_contig_1_Unknown_1_66|301676-301707
barcode70	barcode02_contig_1_Unknown_1_66|301676-301707
barcode45	barcode46_contig_1_Unknown_1_1|292371-292399
barcode46	barcode46_contig_1_Unknown_1_1|292371-292399
barcode47	barcode46_contig_1_Unknown_1_1|292371-292399
barcode52	barcode46_contig_1_Unknown_1_1|292371-292399
barcode61	barcode46_contig_1_Unknown_1_1|292371-292399
barcode03	barcode03_contig_1_Unknown_1_1|293361-293389
barcode32	barcode03_contig_1_Unknown_1_1|293361-293389
barcode51	barcode03_contig_1_Unknown_1_1|293361-293389
barcode65	barcode03_contig_1_Unknown_1_1|293361-293389
barcode89	barcode03_contig_1_Unknown_1_1|293361-293389
barcode14	barcode93_contig_2_Unknown_2_5|307475-307506
barcode31	barcode93_contig_2_Unknown_2_5|307475-307506
barcode37	barcode93_contig_2_Unknown_2_5|307475-307506
barcode44	barcode93_contig_2_Unknown_2_5|307475-307506
barcode49	barcode93_contig_2_Unknown_2_5|307475-307506
barcode53	barcode93_contig_2_Unknown_2_5|307475-307506
barcode57	barcode93_contig_2_Unknown_2_5|307475-307506
barcode62	barcode93_contig_2_Unknown_2_5|307475-307506
barcode64	barcode93_contig_2_Unknown_2_5|307475-307506
barcode81	barcode93_contig_2_Unknown_2_5|307475-307506
barcode93	barcode93_contig_2_Unknown_2_5|307475-307506
barcode96	barcode93_contig_2_Unknown_2_5|307475-307506
barcode36	barcode48_contig_3_Unknown_1_19|293395-293426
barcode43	barcode48_contig_3_Unknown_1_19|293395-293426
barcode48	barcode48_contig_3_Unknown_1_19|293395-293426
barcode54	barcode48_contig_3_Unknown_1_19|293395-293426
barcode69	barcode48_contig_3_Unknown_1_19|293395-293426
barcode91	barcode48_contig_3_Unknown_1_19|293395-293426
barcode95	barcode48_contig_3_Unknown_1_19|293395-293426
barcode03	barcode03_contig_1_Unknown_1_44|295940-295971
barcode32	barcode03_contig_1_Unknown_1_44|295940-295971
barcode51	barcode03_contig_1_Unknown_1_44|295940-295971
barcode65	barcode03_contig_1_Unknown_1_44|295940-295971
barcode89	barcode03_contig_1_Unknown_1_44|295940-295971
barcode36	barcode36_contig_1_Unknown_1_64|289047-289078
barcode46	barcode46_contig_1_Unknown_1_2|292428-292459
barcode47	barcode46_contig_1_Unknown_1_2|292428-292459
barcode03	barcode61_contig_1_Unknown_1_2|294614-294645
barcode32	barcode61_contig_1_Unknown_1_2|294614-294645
barcode45	barcode61_contig_1_Unknown_1_2|294614-294645
barcode51	barcode61_contig_1_Unknown_1_2|294614-294645
barcode52	barcode61_contig_1_Unknown_1_2|294614-294645
barcode61	barcode61_contig_1_Unknown_1_2|294614-294645
barcode65	barcode61_contig_1_Unknown_1_2|294614-294645
barcode89	barcode61_contig_1_Unknown_1_2|294614-294645
barcode14	barcode93_contig_2_Unknown_1_45|302636-302667
barcode31	barcode93_contig_2_Unknown_1_45|302636-302667
barcode37	barcode93_contig_2_Unknown_1_45|302636-302667
barcode44	barcode93_contig_2_Unknown_1_45|302636-302667
barcode49	barcode93_contig_2_Unknown_1_45|302636-302667
barcode53	barcode93_contig_2_Unknown_1_45|302636-302667
barcode57	barcode93_contig_2_Unknown_1_45|302636-302667
barcode62	barcode93_contig_2_Unknown_1_45|302636-302667
barcode64	barcode93_contig_2_Unknown_1_45|302636-302667
barcode81	barcode93_contig_2_Unknown_1_45|302636-302667
barcode93	barcode93_contig_2_Unknown_1_45|302636-302667
barcode96	barcode93_contig_2_Unknown_1_45|302636-302667
barcode02	barcode46_contig_1_Unknown_1_27|293930-293961
barcode36	barcode46_contig_1_Unknown_1_27|293930-293961
barcode45	barcode46_contig_1_Unknown_1_27|293930-293961
barcode46	barcode46_contig_1_Unknown_1_27|293930-293961
barcode47	barcode46_contig_1_Unknown_1_27|293930-293961
barcode63	barcode46_contig_1_Unknown_1_27|293930-293961
barcode70	barcode46_contig_1_Unknown_1_27|293930-293961
barcode36	barcode36_contig_1_Unknown_1_69|289347-289378
barcode02	barcode02_contig_1_Unknown_1_92|303237-303268
barcode63	barcode02_contig_1_Unknown_1_92|303237-303268
barcode70	barcode02_contig_1_Unknown_1_92|303237-303268
barcode14	barcode81_contig_1_Unknown_2_12|302767-302798
barcode44	barcode81_contig_1_Unknown_2_12|302767-302798
barcode49	barcode81_contig_1_Unknown_2_12|302767-302798
barcode57	barcode81_contig_1_Unknown_2_12|302767-302798
barcode62	barcode81_contig_1_Unknown_2_12|302767-302798
barcode81	barcode81_contig_1_Unknown_2_12|302767-302798
barcode96	barcode81_contig_1_Unknown_2_12|302767-302798
barcode45	barcode61_contig_1_Unknown_1_59|298036-298067
barcode61	barcode61_contig_1_Unknown_1_59|298036-298067
barcode45	barcode61_contig_1_Unknown_1_18|295576-295607
barcode61	barcode61_contig_1_Unknown_1_18|295576-295607
barcode31	barcode64_contig_1_Unknown_1_111|293490-293521
barcode37	barcode64_contig_1_Unknown_1_111|293490-293521
barcode53	barcode64_contig_1_Unknown_1_111|293490-293521
barcode64	barcode64_contig_1_Unknown_1_111|293490-293521
barcode46	barcode46_contig_1_Unknown_1_38|294590-294622
barcode47	barcode46_contig_1_Unknown_1_38|294590-294622
barcode52	barcode46_contig_1_Unknown_1_38|294590-294622
barcode43	barcode43_contig_1_Unknown_1_53|299827-299858
barcode54	barcode43_contig_1_Unknown_1_53|299827-299858
barcode91	barcode43_contig_1_Unknown_1_53|299827-299858
barcode95	barcode43_contig_1_Unknown_1_53|299827-299858
barcode03	barcode03_contig_1_Unknown_1_69|297443-297474
barcode32	barcode03_contig_1_Unknown_1_69|297443-297474
barcode51	barcode03_contig_1_Unknown_1_69|297443-297474
barcode65	barcode03_contig_1_Unknown_1_69|297443-297474
barcode89	barcode03_contig_1_Unknown_1_69|297443-297474
barcode02	barcode02_contig_1_Unknown_1_80|302517-302548
barcode63	barcode02_contig_1_Unknown_1_80|302517-302548
barcode70	barcode02_contig_1_Unknown_1_80|302517-302548
barcode31	barcode64_contig_1_Unknown_1_141|295290-295321
barcode37	barcode64_contig_1_Unknown_1_141|295290-295321
barcode53	barcode64_contig_1_Unknown_1_141|295290-295321
barcode64	barcode64_contig_1_Unknown_1_141|295290-295321
barcode14	barcode43_contig_1_Unknown_1_40|299046-299077
barcode31	barcode43_contig_1_Unknown_1_40|299046-299077
barcode37	barcode43_contig_1_Unknown_1_40|299046-299077
barcode43	barcode43_contig_1_Unknown_1_40|299046-299077
barcode44	barcode43_contig_1_Unknown_1_40|299046-299077
barcode49	barcode43_contig_1_Unknown_1_40|299046-299077
barcode53	barcode43_contig_1_Unknown_1_40|299046-299077
barcode54	barcode43_contig_1_Unknown_1_40|299046-299077
barcode57	barcode43_contig_1_Unknown_1_40|299046-299077
barcode62	barcode43_contig_1_Unknown_1_40|299046-299077
barcode64	barcode43_contig_1_Unknown_1_40|299046-299077
barcode81	barcode43_contig_1_Unknown_1_40|299046-299077
barcode91	barcode43_contig_1_Unknown_1_40|299046-299077
barcode95	barcode43_contig_1_Unknown_1_40|299046-299077
barcode96	barcode43_contig_1_Unknown_1_40|299046-299077
barcode02	barcode36_contig_1_Unknown_1_33|287184-287215
barcode36	barcode36_contig_1_Unknown_1_33|287184-287215
barcode63	barcode36_contig_1_Unknown_1_33|287184-287215
barcode70	barcode36_contig_1_Unknown_1_33|287184-287215
barcode36	barcode36_contig_1_Unknown_1_66|289167-289198
barcode02	barcode02_contig_1_Unknown_1_48|300594-300625
barcode63	barcode02_contig_1_Unknown_1_48|300594-300625
barcode70	barcode02_contig_1_Unknown_1_48|300594-300625
barcode45	barcode61_contig_1_Unknown_1_51|297556-297587
barcode61	barcode61_contig_1_Unknown_1_51|297556-297587
barcode03	barcode03_contig_1_Unknown_1_28|294980-295011
barcode32	barcode03_contig_1_Unknown_1_28|294980-295011
barcode51	barcode03_contig_1_Unknown_1_28|294980-295011
barcode65	barcode03_contig_1_Unknown_1_28|294980-295011
barcode89	barcode03_contig_1_Unknown_1_28|294980-295011
barcode46	barcode46_contig_1_Unknown_1_52|295431-295462
barcode47	barcode46_contig_1_Unknown_1_52|295431-295462
barcode03	barcode03_contig_1_Unknown_1_35|295400-295431
barcode32	barcode03_contig_1_Unknown_1_35|295400-295431
barcode51	barcode03_contig_1_Unknown_1_35|295400-295431
barcode65	barcode03_contig_1_Unknown_1_35|295400-295431
barcode89	barcode03_contig_1_Unknown_1_35|295400-295431
barcode58	barcode58_contig_1_Unknown_1_29|296286-296317
barcode01	barcode01_contig_1_Unknown_1_56|4599657-4599688
barcode56	barcode01_contig_1_Unknown_1_56|4599657-4599688
barcode83	barcode01_contig_1_Unknown_1_56|4599657-4599688
barcode43	barcode43_contig_1_Unknown_1_78|301327-301358
barcode54	barcode43_contig_1_Unknown_1_78|301327-301358
barcode91	barcode43_contig_1_Unknown_1_78|301327-301358
barcode95	barcode43_contig_1_Unknown_1_78|301327-301358
barcode03	barcode03_contig_1_Unknown_1_15|294200-294231
barcode32	barcode03_contig_1_Unknown_1_15|294200-294231
barcode51	barcode03_contig_1_Unknown_1_15|294200-294231
barcode65	barcode03_contig_1_Unknown_1_15|294200-294231
barcode89	barcode03_contig_1_Unknown_1_15|294200-294231
barcode36	barcode36_contig_1_Unknown_1_71|289467-289498
barcode58	barcode58_contig_1_Unknown_1_52|297666-297697
barcode14	barcode46_contig_1_Unknown_1_29|294050-294081
barcode31	barcode46_contig_1_Unknown_1_29|294050-294081
barcode36	barcode46_contig_1_Unknown_1_29|294050-294081
barcode37	barcode46_contig_1_Unknown_1_29|294050-294081
barcode44	barcode46_contig_1_Unknown_1_29|294050-294081
barcode45	barcode46_contig_1_Unknown_1_29|294050-294081
barcode46	barcode46_contig_1_Unknown_1_29|294050-294081
barcode47	barcode46_contig_1_Unknown_1_29|294050-294081
barcode49	barcode46_contig_1_Unknown_1_29|294050-294081
barcode52	barcode46_contig_1_Unknown_1_29|294050-294081
barcode53	barcode46_contig_1_Unknown_1_29|294050-294081
barcode57	barcode46_contig_1_Unknown_1_29|294050-294081
barcode62	barcode46_contig_1_Unknown_1_29|294050-294081
barcode64	barcode46_contig_1_Unknown_1_29|294050-294081
barcode81	barcode46_contig_1_Unknown_1_29|294050-294081
barcode93	barcode46_contig_1_Unknown_1_29|294050-294081
barcode96	barcode46_contig_1_Unknown_1_29|294050-294081
barcode58	barcode58_contig_1_Unknown_1_78|299228-299259
barcode03	barcode03_contig_1_Unknown_1_23|294680-294711
barcode32	barcode03_contig_1_Unknown_1_23|294680-294711
barcode51	barcode03_contig_1_Unknown_1_23|294680-294711
barcode65	barcode03_contig_1_Unknown_1_23|294680-294711
barcode89	barcode03_contig_1_Unknown_1_23|294680-294711
barcode61	barcode61_contig_1_Unknown_1_68|298575-298606
barcode43	barcode43_contig_1_Unknown_1_46|299407-299438
barcode54	barcode43_contig_1_Unknown_1_46|299407-299438
barcode91	barcode43_contig_1_Unknown_1_46|299407-299438
barcode95	barcode43_contig_1_Unknown_1_46|299407-299438
barcode48	barcode48_contig_3_Unknown_1_32|294175-294206
barcode69	barcode48_contig_3_Unknown_1_32|294175-294206
barcode01	barcode01_contig_1_Unknown_1_55|4599597-4599628
barcode56	barcode01_contig_1_Unknown_1_55|4599597-4599628
barcode83	barcode01_contig_1_Unknown_1_55|4599597-4599628
barcode58	barcode58_contig_1_Unknown_1_14|295385-295416
barcode48	barcode48_contig_3_Unknown_1_24|293695-293726
barcode69	barcode48_contig_3_Unknown_1_24|293695-293726
barcode02	barcode36_contig_1_Unknown_1_19|286344-286375
barcode36	barcode36_contig_1_Unknown_1_19|286344-286375
barcode43	barcode36_contig_1_Unknown_1_19|286344-286375
barcode54	barcode36_contig_1_Unknown_1_19|286344-286375
barcode63	barcode36_contig_1_Unknown_1_19|286344-286375
barcode70	barcode36_contig_1_Unknown_1_19|286344-286375
barcode91	barcode36_contig_1_Unknown_1_19|286344-286375
barcode95	barcode36_contig_1_Unknown_1_19|286344-286375
barcode02	barcode69_contig_1_Unknown_1_3|285783-285814
barcode14	barcode69_contig_1_Unknown_1_3|285783-285814
barcode31	barcode69_contig_1_Unknown_1_3|285783-285814
barcode36	barcode69_contig_1_Unknown_1_3|285783-285814
barcode37	barcode69_contig_1_Unknown_1_3|285783-285814
barcode44	barcode69_contig_1_Unknown_1_3|285783-285814
barcode49	barcode69_contig_1_Unknown_1_3|285783-285814
barcode53	barcode69_contig_1_Unknown_1_3|285783-285814
barcode57	barcode69_contig_1_Unknown_1_3|285783-285814
barcode62	barcode69_contig_1_Unknown_1_3|285783-285814
barcode63	barcode69_contig_1_Unknown_1_3|285783-285814
barcode64	barcode69_contig_1_Unknown_1_3|285783-285814
barcode69	barcode69_contig_1_Unknown_1_3|285783-285814
barcode70	barcode69_contig_1_Unknown_1_3|285783-285814
barcode81	barcode69_contig_1_Unknown_1_3|285783-285814
barcode93	barcode69_contig_1_Unknown_1_3|285783-285814
barcode96	barcode69_contig_1_Unknown_1_3|285783-285814
barcode46	barcode46_contig_1_Unknown_1_57|295731-295762
barcode47	barcode46_contig_1_Unknown_1_57|295731-295762
barcode31	barcode64_contig_1_Unknown_1_129|294571-294602
barcode37	barcode64_contig_1_Unknown_1_129|294571-294602
barcode53	barcode64_contig_1_Unknown_1_129|294571-294602
barcode64	barcode64_contig_1_Unknown_1_129|294571-294602
barcode43	barcode43_contig_1_Unknown_1_77|301267-301298
barcode54	barcode43_contig_1_Unknown_1_77|301267-301298
barcode91	barcode43_contig_1_Unknown_1_77|301267-301298
barcode95	barcode43_contig_1_Unknown_1_77|301267-301298
barcode52	barcode52_contig_1_Unknown_1_51|294298-294329
barcode01	barcode01_contig_1_Unknown_1_23|4597678-4597709
barcode56	barcode01_contig_1_Unknown_1_23|4597678-4597709
barcode83	barcode01_contig_1_Unknown_1_23|4597678-4597709
barcode14	barcode81_contig_1_Unknown_2_15|302947-302978
barcode44	barcode81_contig_1_Unknown_2_15|302947-302978
barcode49	barcode81_contig_1_Unknown_2_15|302947-302978
barcode57	barcode81_contig_1_Unknown_2_15|302947-302978
barcode62	barcode81_contig_1_Unknown_2_15|302947-302978
barcode81	barcode81_contig_1_Unknown_2_15|302947-302978
barcode96	barcode81_contig_1_Unknown_2_15|302947-302978
barcode01	barcode01_contig_1_Unknown_1_61|4599958-4599989
barcode56	barcode01_contig_1_Unknown_1_61|4599958-4599989
barcode83	barcode01_contig_1_Unknown_1_61|4599958-4599989
barcode02	barcode02_contig_1_Unknown_1_87|302937-302968
barcode63	barcode02_contig_1_Unknown_1_87|302937-302968
barcode70	barcode02_contig_1_Unknown_1_87|302937-302968
barcode14	barcode93_contig_2_Unknown_1_8|300415-300446
barcode31	barcode93_contig_2_Unknown_1_8|300415-300446
barcode37	barcode93_contig_2_Unknown_1_8|300415-300446
barcode44	barcode93_contig_2_Unknown_1_8|300415-300446
barcode49	barcode93_contig_2_Unknown_1_8|300415-300446
barcode53	barcode93_contig_2_Unknown_1_8|300415-300446
barcode57	barcode93_contig_2_Unknown_1_8|300415-300446
barcode62	barcode93_contig_2_Unknown_1_8|300415-300446
barcode64	barcode93_contig_2_Unknown_1_8|300415-300446
barcode81	barcode93_contig_2_Unknown_1_8|300415-300446
barcode93	barcode93_contig_2_Unknown_1_8|300415-300446
barcode96	barcode93_contig_2_Unknown_1_8|300415-300446
barcode43	barcode43_contig_1_Unknown_1_72|300967-300998
barcode54	barcode43_contig_1_Unknown_1_72|300967-300998
barcode91	barcode43_contig_1_Unknown_1_72|300967-300998
barcode95	barcode43_contig_1_Unknown_1_72|300967-300998
barcode58	barcode58_contig_1_Unknown_1_62|298267-298298
barcode15	barcode15_contig_1_Unknown_1_19|298493-298524
barcode41	barcode15_contig_1_Unknown_1_19|298493-298524
barcode59	barcode15_contig_1_Unknown_1_19|298493-298524
barcode60	barcode15_contig_1_Unknown_1_19|298493-298524
barcode03	barcode61_contig_1_Unknown_1_64|298336-298367
barcode32	barcode61_contig_1_Unknown_1_64|298336-298367
barcode45	barcode61_contig_1_Unknown_1_64|298336-298367
barcode51	barcode61_contig_1_Unknown_1_64|298336-298367
barcode61	barcode61_contig_1_Unknown_1_64|298336-298367
barcode65	barcode61_contig_1_Unknown_1_64|298336-298367
barcode89	barcode61_contig_1_Unknown_1_64|298336-298367
barcode01	barcode01_contig_1_Unknown_1_21|4597558-4597589
barcode56	barcode01_contig_1_Unknown_1_21|4597558-4597589
barcode83	barcode01_contig_1_Unknown_1_21|4597558-4597589
barcode45	barcode61_contig_1_Unknown_1_52|297616-297647
barcode61	barcode61_contig_1_Unknown_1_52|297616-297647
barcode43	barcode43_contig_1_Unknown_1_29|298386-298417
barcode54	barcode43_contig_1_Unknown_1_29|298386-298417
barcode91	barcode43_contig_1_Unknown_1_29|298386-298417
barcode95	barcode43_contig_1_Unknown_1_29|298386-298417
barcode36	barcode48_contig_3_Unknown_1_15|293155-293186
barcode43	barcode48_contig_3_Unknown_1_15|293155-293186
barcode48	barcode48_contig_3_Unknown_1_15|293155-293186
barcode54	barcode48_contig_3_Unknown_1_15|293155-293186
barcode69	barcode48_contig_3_Unknown_1_15|293155-293186
barcode91	barcode48_contig_3_Unknown_1_15|293155-293186
barcode95	barcode48_contig_3_Unknown_1_15|293155-293186
barcode45	barcode52_contig_1_Unknown_1_20|292438-292469
barcode52	barcode52_contig_1_Unknown_1_20|292438-292469
barcode36	barcode36_contig_1_Unknown_1_70|289407-289438
barcode46	barcode46_contig_1_Unknown_1_73|296692-296723
barcode47	barcode46_contig_1_Unknown_1_73|296692-296723
barcode31	barcode64_contig_1_Unknown_1_136|294991-295022
barcode37	barcode64_contig_1_Unknown_1_136|294991-295022
barcode53	barcode64_contig_1_Unknown_1_136|294991-295022
barcode64	barcode64_contig_1_Unknown_1_136|294991-295022
barcode43	barcode43_contig_1_Unknown_1_4|296884-296917
barcode54	barcode43_contig_1_Unknown_1_4|296884-296917
barcode91	barcode43_contig_1_Unknown_1_4|296884-296917
barcode95	barcode43_contig_1_Unknown_1_4|296884-296917
barcode45	barcode61_contig_1_Unknown_1_45|297196-297227
barcode61	barcode61_contig_1_Unknown_1_45|297196-297227
barcode58	barcode58_contig_1_Unknown_1_31|296406-296437
barcode14	barcode93_contig_2_Unknown_1_74|304375-304406
barcode44	barcode93_contig_2_Unknown_1_74|304375-304406
barcode49	barcode93_contig_2_Unknown_1_74|304375-304406
barcode57	barcode93_contig_2_Unknown_1_74|304375-304406
barcode62	barcode93_contig_2_Unknown_1_74|304375-304406
barcode81	barcode93_contig_2_Unknown_1_74|304375-304406
barcode93	barcode93_contig_2_Unknown_1_74|304375-304406
barcode96	barcode93_contig_2_Unknown_1_74|304375-304406
barcode15	barcode15_contig_1_Unknown_1_12|298074-298105
barcode41	barcode15_contig_1_Unknown_1_12|298074-298105
barcode59	barcode15_contig_1_Unknown_1_12|298074-298105
barcode60	barcode15_contig_1_Unknown_1_12|298074-298105
barcode02	barcode02_contig_1_Unknown_1_40|300114-300145
barcode14	barcode02_contig_1_Unknown_1_40|300114-300145
barcode31	barcode02_contig_1_Unknown_1_40|300114-300145
barcode37	barcode02_contig_1_Unknown_1_40|300114-300145
barcode44	barcode02_contig_1_Unknown_1_40|300114-300145
barcode49	barcode02_contig_1_Unknown_1_40|300114-300145
barcode53	barcode02_contig_1_Unknown_1_40|300114-300145
barcode57	barcode02_contig_1_Unknown_1_40|300114-300145
barcode62	barcode02_contig_1_Unknown_1_40|300114-300145
barcode63	barcode02_contig_1_Unknown_1_40|300114-300145
barcode64	barcode02_contig_1_Unknown_1_40|300114-300145
barcode70	barcode02_contig_1_Unknown_1_40|300114-300145
barcode81	barcode02_contig_1_Unknown_1_40|300114-300145
barcode96	barcode02_contig_1_Unknown_1_40|300114-300145
barcode03	barcode03_contig_1_Unknown_1_91|298763-298794
barcode32	barcode03_contig_1_Unknown_1_91|298763-298794
barcode51	barcode03_contig_1_Unknown_1_91|298763-298794
barcode65	barcode03_contig_1_Unknown_1_91|298763-298794
barcode89	barcode03_contig_1_Unknown_1_91|298763-298794
barcode01	barcode01_contig_1_Unknown_1_42|4598818-4598849
barcode56	barcode01_contig_1_Unknown_1_42|4598818-4598849
barcode83	barcode01_contig_1_Unknown_1_42|4598818-4598849
barcode69	barcode69_contig_1_Unknown_1_25|287104-287135
barcode43	barcode43_contig_1_Unknown_1_62|300367-300398
barcode54	barcode43_contig_1_Unknown_1_62|300367-300398
barcode91	barcode43_contig_1_Unknown_1_62|300367-300398
barcode95	barcode43_contig_1_Unknown_1_62|300367-300398
