region	organism	contig	start	stop	genes	contigBorder	wholeContig
Xcc_barcode88_contig_1_polish_RGP_32	Xcc_barcode88	contig_1_polish	4405646	4411040	4	False	False
Xcc_barcode88_contig_1_polish_RGP_4	Xcc_barcode88	contig_1_polish	4604292	4644328	33	False	False
Xcc_barcode88_contig_1_polish_RGP_14	Xcc_barcode88	contig_1_polish	4688826	4695971	11	False	False
Xcc_barcode88_contig_1_polish_RGP_27	Xcc_barcode88	contig_1_polish	4938932	4941992	6	False	False
Xcc_barcode88_contig_1_polish_RGP_26	Xcc_barcode88	contig_1_polish	4982673	4987051	6	False	False
Xcc_barcode88_contig_1_polish_RGP_12	Xcc_barcode88	contig_1_polish	5039274	5052139	18	False	False
Xcc_barcode88_contig_1_polish_RGP_25	Xcc_barcode88	contig_1_polish	5062610	5070690	6	False	False
Xcc_barcode94_contig_1_polish_RGP_8	Xcc_barcode94	contig_1_polish	60772	86237	24	False	False
Xcc_barcode94_contig_1_polish_RGP_16	Xcc_barcode94	contig_1_polish	158865	169451	12	False	False
Xcc_barcode94_contig_1_polish_RGP_27	Xcc_barcode94	contig_1_polish	280955	289366	7	False	False
Xcc_barcode94_contig_1_polish_RGP_15	Xcc_barcode94	contig_1_polish	392057	402433	10	False	False
Xcc_barcode94_contig_1_polish_RGP_18	Xcc_barcode94	contig_1_polish	612929	634192	12	False	False
Xcc_barcode94_contig_1_polish_RGP_11	Xcc_barcode94	contig_1_polish	682642	694962	14	False	False
Xcc_barcode94_contig_1_polish_RGP_17	Xcc_barcode94	contig_1_polish	819658	827430	8	False	False
Xcc_barcode94_contig_1_polish_RGP_2	Xcc_barcode94	contig_1_polish	1188303	1225848	38	False	False
Xcc_barcode94_contig_1_polish_RGP_30	Xcc_barcode94	contig_1_polish	1238721	1243000	4	False	False
Xcc_barcode94_contig_1_polish_RGP_13	Xcc_barcode94	contig_1_polish	1424572	1444972	16	False	False
Xcc_barcode94_contig_1_polish_RGP_26	Xcc_barcode94	contig_1_polish	1634320	1638770	5	False	False
Xcc_barcode94_contig_1_polish_RGP_19	Xcc_barcode94	contig_1_polish	1798608	1806472	7	False	False
Xcc_barcode94_contig_1_polish_RGP_24	Xcc_barcode94	contig_1_polish	1909450	1918026	6	False	False
Xcc_barcode94_contig_1_polish_RGP_9	Xcc_barcode94	contig_1_polish	1923059	1942990	18	False	False
Xcc_barcode94_contig_1_polish_RGP_23	Xcc_barcode94	contig_1_polish	2173109	2178210	8	False	False
Xcc_barcode94_contig_1_polish_RGP_7	Xcc_barcode94	contig_1_polish	2398240	2411789	18	False	False
Xcc_barcode94_contig_1_polish_RGP_6	Xcc_barcode94	contig_1_polish	2530890	2546245	19	False	False
Xcc_barcode94_contig_1_polish_RGP_25	Xcc_barcode94	contig_1_polish	2575976	2583715	5	False	False
Xcc_barcode94_contig_1_polish_RGP_5	Xcc_barcode94	contig_1_polish	2746656	2768918	24	False	False
Xcc_barcode94_contig_1_polish_RGP_0	Xcc_barcode94	contig_1_polish	2785492	2865353	78	False	False
Xcc_barcode94_contig_1_polish_RGP_1	Xcc_barcode94	contig_1_polish	3029746	3072753	42	False	False
Xcc_barcode94_contig_1_polish_RGP_3	Xcc_barcode94	contig_1_polish	3228330	3254533	33	False	False
Xcc_barcode94_contig_1_polish_RGP_4	Xcc_barcode94	contig_1_polish	3524029	3559847	33	False	False
Xcc_barcode94_contig_1_polish_RGP_10	Xcc_barcode94	contig_1_polish	3732817	3751235	16	False	False
Xcc_barcode94_contig_1_polish_RGP_14	Xcc_barcode94	contig_1_polish	3792821	3800191	11	False	False
Xcc_barcode94_contig_1_polish_RGP_29	Xcc_barcode94	contig_1_polish	4387504	4392895	4	False	False
Xcc_barcode94_contig_1_polish_RGP_22	Xcc_barcode94	contig_1_polish	4778861	4788601	6	False	False
Xcc_barcode94_contig_1_polish_RGP_21	Xcc_barcode94	contig_1_polish	4929624	4933053	6	False	False
Xcc_barcode94_contig_1_polish_RGP_28	Xcc_barcode94	contig_1_polish	4959738	4967062	4	False	False
Xcc_barcode94_contig_1_polish_RGP_12	Xcc_barcode94	contig_1_polish	4986727	5000550	19	False	False
Xcc_barcode94_contig_1_polish_RGP_20	Xcc_barcode94	contig_1_polish	5011039	5019119	6	False	False
Xcr_barcode01_contig_1_polish_RGP_5	Xcr_barcode01	contig_1_polish	55683	81992	26	False	False
Xcr_barcode01_contig_1_polish_RGP_10	Xcr_barcode01	contig_1_polish	158766	170471	12	False	False
Xcr_barcode01_contig_1_polish_RGP_30	Xcr_barcode01	contig_1_polish	238999	242901	4	False	False
Xcr_barcode01_contig_1_polish_RGP_29	Xcr_barcode01	contig_1_polish	326532	330316	6	False	False
Xcr_barcode01_contig_1_polish_RGP_28	Xcr_barcode01	contig_1_polish	601715	604866	4	False	False
Xcr_barcode01_contig_1_polish_RGP_27	Xcr_barcode01	contig_1_polish	633623	639017	4	False	False
Xcr_barcode01_contig_1_polish_RGP_26	Xcr_barcode01	contig_1_polish	819163	828124	6	False	False
Xcr_barcode01_contig_1_polish_RGP_22	Xcr_barcode01	contig_1_polish	875620	886859	6	False	False
Xcr_barcode01_contig_1_polish_RGP_4	Xcr_barcode01	contig_1_polish	1282004	1303175	18	False	False
Xcr_barcode01_contig_1_polish_RGP_21	Xcr_barcode01	contig_1_polish	1325565	1330337	6	False	False
Xcr_barcode01_contig_1_polish_RGP_12	Xcr_barcode01	contig_1_polish	1488015	1501463	9	False	False
Xcr_barcode01_contig_1_polish_RGP_7	Xcr_barcode01	contig_1_polish	2081200	2110036	15	False	False
Xcr_barcode01_contig_1_polish_RGP_3	Xcr_barcode01	contig_1_polish	2229792	2248905	20	False	False
Xcr_barcode01_contig_1_polish_RGP_6	Xcr_barcode01	contig_1_polish	2279329	2295746	15	False	False
Xcr_barcode01_contig_1_polish_RGP_9	Xcr_barcode01	contig_1_polish	2449742	2466657	15	False	False
Xcr_barcode01_contig_1_polish_RGP_15	Xcr_barcode01	contig_1_polish	2793634	2804256	8	False	False
Xcr_barcode01_contig_1_polish_RGP_18	Xcr_barcode01	contig_1_polish	2829155	2834979	7	False	False
Xcr_barcode01_contig_1_polish_RGP_14	Xcr_barcode01	contig_1_polish	2882644	2891616	8	False	False
Xcr_barcode01_contig_1_polish_RGP_1	Xcr_barcode01	contig_1_polish	2942122	2973392	27	False	False
Xcr_barcode01_contig_1_polish_RGP_25	Xcr_barcode01	contig_1_polish	2979594	2985502	4	False	False
Xcr_barcode01_contig_1_polish_RGP_8	Xcr_barcode01	contig_1_polish	3063081	3080741	13	False	False
Xcr_barcode01_contig_1_polish_RGP_0	Xcr_barcode01	contig_1_polish	3665092	3700525	30	False	False
Xcr_barcode01_contig_1_polish_RGP_24	Xcr_barcode01	contig_1_polish	4065030	4071423	4	False	False
Xcr_barcode01_contig_1_polish_RGP_2	Xcr_barcode01	contig_1_polish	4193958	4210524	19	False	False
Xcr_barcode01_contig_1_polish_RGP_13	Xcr_barcode01	contig_1_polish	4478653	4485240	8	False	False
Xcr_barcode01_contig_1_polish_RGP_17	Xcr_barcode01	contig_1_polish	4587775	4606948	9	False	False
Xcr_barcode01_contig_1_polish_RGP_20	Xcr_barcode01	contig_1_polish	4722912	4729632	8	False	False
Xcr_barcode01_contig_1_polish_RGP_16	Xcr_barcode01	contig_1_polish	4773387	4779003	7	False	False
Xcr_barcode01_contig_1_polish_RGP_23	Xcr_barcode01	contig_1_polish	4830764	4838057	4	False	False
Xcr_barcode01_contig_1_polish_RGP_11	Xcr_barcode01	contig_1_polish	4856039	4871283	17	False	False
Xcr_barcode01_contig_1_polish_RGP_19	Xcr_barcode01	contig_1_polish	4881787	4889867	6	False	False
Xcr_barcode02_contig_1_polish_RGP_4	Xcr_barcode02	contig_1_polish	55138	80038	24	False	False
Xcr_barcode02_contig_1_polish_RGP_3	Xcr_barcode02	contig_1_polish	156983	173558	18	False	False
Xcr_barcode02_contig_1_polish_RGP_29	Xcr_barcode02	contig_1_polish	264307	267536	4	False	False
Xcr_barcode02_contig_1_polish_RGP_15	Xcr_barcode02	contig_1_polish	293097	311911	9	False	False
Xcr_barcode02_contig_1_polish_RGP_14	Xcr_barcode02	contig_1_polish	417869	430499	7	False	False
Xcr_barcode02_contig_1_polish_RGP_10	Xcr_barcode02	contig_1_polish	696982	707058	9	False	False
Xcr_barcode02_contig_1_polish_RGP_21	Xcr_barcode02	contig_1_polish	831457	837860	5	False	False
Xcr_barcode02_contig_1_polish_RGP_28	Xcr_barcode02	contig_1_polish	1113788	1119646	4	False	False
Xcr_barcode02_contig_1_polish_RGP_9	Xcr_barcode02	contig_1_polish	1217563	1229358	11	False	False
Xcr_barcode02_contig_1_polish_RGP_27	Xcr_barcode02	contig_1_polish	1600337	1605067	4	False	False
Xcr_barcode02_contig_1_polish_RGP_20	Xcr_barcode02	contig_1_polish	1874296	1882147	5	False	False
Xcr_barcode02_contig_1_polish_RGP_1	Xcr_barcode02	contig_1_polish	1887913	1910001	21	False	False
Xcr_barcode02_contig_1_polish_RGP_8	Xcr_barcode02	contig_1_polish	1962898	1971751	9	False	False
Xcr_barcode02_contig_1_polish_RGP_13	Xcr_barcode02	contig_1_polish	2049838	2059105	7	False	False
Xcr_barcode02_contig_1_polish_RGP_7	Xcr_barcode02	contig_1_polish	2402618	2411033	13	False	False
Xcr_barcode02_contig_1_polish_RGP_6	Xcr_barcode02	contig_1_polish	2557727	2570516	11	False	False
Xcr_barcode02_contig_1_polish_RGP_11	Xcr_barcode02	contig_1_polish	2601045	2609844	8	False	False
Xcr_barcode02_contig_1_polish_RGP_26	Xcr_barcode02	contig_1_polish	2730304	2750002	4	False	False
Xcr_barcode02_contig_1_polish_RGP_0	Xcr_barcode02	contig_1_polish	2914543	2965997	43	False	False
Xcr_barcode02_contig_1_polish_RGP_12	Xcr_barcode02	contig_1_polish	3375500	3386933	7	False	False
Xcr_barcode02_contig_1_polish_RGP_18	Xcr_barcode02	contig_1_polish	3544615	3549387	6	False	False
Xcr_barcode02_contig_1_polish_RGP_5	Xcr_barcode02	contig_1_polish	3571219	3586181	14	False	False
Xcr_barcode02_contig_1_polish_RGP_17	Xcr_barcode02	contig_1_polish	3980237	3991500	6	False	False
Xcr_barcode02_contig_1_polish_RGP_25	Xcr_barcode02	contig_1_polish	4039657	4047664	6	False	False
Xcr_barcode02_contig_1_polish_RGP_24	Xcr_barcode02	contig_1_polish	4228416	4233807	4	False	False
Xcr_barcode02_contig_1_polish_RGP_2	Xcr_barcode02	contig_1_polish	4316678	4331918	18	False	False
Xcr_barcode02_contig_1_polish_RGP_23	Xcr_barcode02	contig_1_polish	4748893	4752140	4	False	False
Xcr_barcode02_contig_1_polish_RGP_22	Xcr_barcode02	contig_1_polish	4802898	4810184	4	False	False
Xcr_barcode02_contig_1_polish_RGP_19	Xcr_barcode02	contig_1_polish	4830188	4836656	9	False	False
Xcr_barcode02_contig_1_polish_RGP_16	Xcr_barcode02	contig_1_polish	4846826	4854906	6	False	False
Xcr_barcode03_contig_1_polish_RGP_8	Xcr_barcode03	contig_1_polish	55113	82104	25	False	False
Xcr_barcode03_contig_1_polish_RGP_5	Xcr_barcode03	contig_1_polish	157830	173936	18	False	False
Xcr_barcode03_contig_1_polish_RGP_15	Xcr_barcode03	contig_1_polish	288684	308296	9	False	False
Xcr_barcode03_contig_1_polish_RGP_19	Xcr_barcode03	contig_1_polish	409137	417655	6	False	False
Xcr_barcode03_contig_1_polish_RGP_18	Xcr_barcode03	contig_1_polish	468696	483950	6	False	False
Xcr_barcode03_contig_1_polish_RGP_4	Xcr_barcode03	contig_1_polish	685099	700027	16	False	False
Xcr_barcode03_contig_1_polish_RGP_28	Xcr_barcode03	contig_1_polish	822262	830040	4	False	False
Xcr_barcode03_contig_1_polish_RGP_27	Xcr_barcode03	contig_1_polish	1106642	1112492	4	False	False
Xcr_barcode03_contig_1_polish_RGP_1	Xcr_barcode03	contig_1_polish	1196891	1241949	34	False	False
Xcr_barcode03_contig_1_polish_RGP_17	Xcr_barcode03	contig_1_polish	1253189	1258864	6	False	False
Xcr_barcode03_contig_1_polish_RGP_22	Xcr_barcode03	contig_1_polish	1266790	1269793	5	False	False
Xcr_barcode03_contig_1_polish_RGP_21	Xcr_barcode03	contig_1_polish	1636453	1640903	5	False	False
Xcr_barcode03_contig_1_polish_RGP_26	Xcr_barcode03	contig_1_polish	1906171	1913846	4	False	False
Xcr_barcode03_contig_1_polish_RGP_2	Xcr_barcode03	contig_1_polish	1919603	1942232	22	False	False
Xcr_barcode03_contig_1_polish_RGP_12	Xcr_barcode03	contig_1_polish	1995302	2002635	8	False	False
Xcr_barcode03_contig_1_polish_RGP_0	Xcr_barcode03	contig_1_polish	2407442	2468229	46	False	False
Xcr_barcode03_contig_1_polish_RGP_14	Xcr_barcode03	contig_1_polish	2474328	2480997	7	False	False
Xcr_barcode03_contig_1_polish_RGP_9	Xcr_barcode03	contig_1_polish	2628075	2642163	12	False	False
Xcr_barcode03_contig_1_polish_RGP_11	Xcr_barcode03	contig_1_polish	2672927	2681878	9	False	False
Xcr_barcode03_contig_1_polish_RGP_16	Xcr_barcode03	contig_1_polish	3368325	3372090	6	False	False
Xcr_barcode03_contig_1_polish_RGP_10	Xcr_barcode03	contig_1_polish	3406550	3419604	9	False	False
Xcr_barcode03_contig_1_polish_RGP_20	Xcr_barcode03	contig_1_polish	3573228	3578698	5	False	False
Xcr_barcode03_contig_1_polish_RGP_6	Xcr_barcode03	contig_1_polish	3600654	3616937	16	False	False
Xcr_barcode03_contig_1_polish_RGP_13	Xcr_barcode03	contig_1_polish	4012761	4024025	7	False	False
Xcr_barcode03_contig_1_polish_RGP_25	Xcr_barcode03	contig_1_polish	4075767	4079504	4	False	False
Xcr_barcode03_contig_1_polish_RGP_24	Xcr_barcode03	contig_1_polish	4259841	4265235	4	False	False
Xcr_barcode03_contig_1_polish_RGP_3	Xcr_barcode03	contig_1_polish	4294021	4310347	19	False	False
Xcr_barcode03_contig_1_polish_RGP_23	Xcr_barcode03	contig_1_polish	4831243	4838557	4	False	False
Xcr_barcode03_contig_1_polish_RGP_7	Xcr_barcode03	contig_1_polish	4856889	4873585	21	False	False
Xcr_barcode04_contig_1_polish_RGP_8	Xcr_barcode04	contig_1_polish	55216	80593	23	False	False
Xcr_barcode04_contig_1_polish_RGP_6	Xcr_barcode04	contig_1_polish	153401	170292	19	False	False
Xcr_barcode04_contig_1_polish_RGP_32	Xcr_barcode04	contig_1_polish	395413	399463	4	False	False
Xcr_barcode04_contig_1_polish_RGP_3	Xcr_barcode04	contig_1_polish	671060	690615	22	False	False
Xcr_barcode04_contig_1_polish_RGP_24	Xcr_barcode04	contig_1_polish	810338	819034	6	False	False
Xcr_barcode04_contig_1_polish_RGP_17	Xcr_barcode04	contig_1_polish	1316247	1323756	8	False	False
Xcr_barcode04_contig_1_polish_RGP_23	Xcr_barcode04	contig_1_polish	1754797	1761853	6	False	False
Xcr_barcode04_contig_1_polish_RGP_16	Xcr_barcode04	contig_1_polish	1868137	1876520	8	False	False
Xcr_barcode04_contig_1_polish_RGP_9	Xcr_barcode04	contig_1_polish	1881549	1900267	16	False	False
Xcr_barcode04_contig_1_polish_RGP_27	Xcr_barcode04	contig_1_polish	1952947	1957943	5	False	False
Xcr_barcode04_contig_1_polish_RGP_22	Xcr_barcode04	contig_1_polish	2005095	2010752	6	False	False
Xcr_barcode04_contig_1_polish_RGP_14	Xcr_barcode04	contig_1_polish	2035417	2046261	9	False	False
Xcr_barcode04_contig_1_polish_RGP_0	Xcr_barcode04	contig_1_polish	2355865	2495731	130	False	False
Xcr_barcode04_contig_1_polish_RGP_2	Xcr_barcode04	contig_1_polish	2512923	2539581	25	False	False
Xcr_barcode04_contig_1_polish_RGP_7	Xcr_barcode04	contig_1_polish	2697988	2714405	15	False	False
Xcr_barcode04_contig_1_polish_RGP_5	Xcr_barcode04	contig_1_polish	2744754	2771500	23	False	False
Xcr_barcode04_contig_1_polish_RGP_15	Xcr_barcode04	contig_1_polish	2886302	2907036	8	False	False
Xcr_barcode04_contig_1_polish_RGP_13	Xcr_barcode04	contig_1_polish	3488014	3501462	9	False	False
Xcr_barcode04_contig_1_polish_RGP_21	Xcr_barcode04	contig_1_polish	3659557	3664329	6	False	False
Xcr_barcode04_contig_1_polish_RGP_10	Xcr_barcode04	contig_1_polish	3686180	3701152	14	False	False
Xcr_barcode04_contig_1_polish_RGP_11	Xcr_barcode04	contig_1_polish	3743027	3750397	11	False	False
Xcr_barcode04_contig_1_polish_RGP_4	Xcr_barcode04	contig_1_polish	3797396	3810571	20	False	False
Xcr_barcode04_contig_1_polish_RGP_20	Xcr_barcode04	contig_1_polish	4118367	4129630	6	False	False
Xcr_barcode04_contig_1_polish_RGP_31	Xcr_barcode04	contig_1_polish	4177721	4185727	6	False	False
Xcr_barcode04_contig_1_polish_RGP_30	Xcr_barcode04	contig_1_polish	4367726	4373117	4	False	False
Xcr_barcode04_contig_1_polish_RGP_1	Xcr_barcode04	contig_1_polish	4401865	4438108	41	False	False
Xcr_barcode04_contig_1_polish_RGP_19	Xcr_barcode04	contig_1_polish	4704164	4710549	6	False	False
Xcr_barcode04_contig_1_polish_RGP_29	Xcr_barcode04	contig_1_polish	4716076	4719886	6	False	False
Xcr_barcode04_contig_1_polish_RGP_26	Xcr_barcode04	contig_1_polish	4873625	4880890	5	False	False
Xcr_barcode04_contig_1_polish_RGP_25	Xcr_barcode04	contig_1_polish	4923473	4927881	5	False	False
Xcr_barcode04_contig_1_polish_RGP_28	Xcr_barcode04	contig_1_polish	4979481	4986618	4	False	False
Xcr_barcode04_contig_1_polish_RGP_12	Xcr_barcode04	contig_1_polish	5005190	5017775	15	False	False
Xcr_barcode04_contig_1_polish_RGP_18	Xcr_barcode04	contig_1_polish	5028279	5035822	6	False	False
Xcr_barcode14_contig_1_polish_RGP_7	Xcr_barcode14	contig_1_polish	54444	79828	21	False	False
Xcr_barcode14_contig_1_polish_RGP_4	Xcr_barcode14	contig_1_polish	155023	172513	16	False	False
Xcr_barcode14_contig_1_polish_RGP_14	Xcr_barcode14	contig_1_polish	290067	312040	10	False	False
Xcr_barcode14_contig_1_polish_RGP_6	Xcr_barcode14	contig_1_polish	413445	426407	13	False	False
Xcr_barcode14_contig_1_polish_RGP_1	Xcr_barcode14	contig_1_polish	692186	717622	24	False	False
Xcr_barcode14_contig_1_polish_RGP_13	Xcr_barcode14	contig_1_polish	845157	852576	8	False	False
Xcr_barcode14_contig_1_polish_RGP_0	Xcr_barcode14	contig_1_polish	1221490	1293023	63	False	False
Xcr_barcode14_contig_1_polish_RGP_29	Xcr_barcode14	contig_1_polish	1682497	1687227	4	False	False
Xcr_barcode14_contig_1_polish_RGP_17	Xcr_barcode14	contig_1_polish	1951431	1963160	7	False	False
Xcr_barcode14_contig_1_polish_RGP_3	Xcr_barcode14	contig_1_polish	1968934	1988534	18	False	False
Xcr_barcode14_contig_1_polish_RGP_22	Xcr_barcode14	contig_1_polish	2088283	2097582	6	False	False
Xcr_barcode14_contig_1_polish_RGP_23	Xcr_barcode14	contig_1_polish	2122205	2129326	5	False	False
Xcr_barcode14_contig_1_polish_RGP_21	Xcr_barcode14	contig_1_polish	2362455	2369402	8	False	False
Xcr_barcode14_contig_1_polish_RGP_20	Xcr_barcode14	contig_1_polish	2465102	2481372	8	False	False
Xcr_barcode14_contig_1_polish_RGP_10	Xcr_barcode14	contig_1_polish	2636546	2650634	12	False	False
Xcr_barcode14_contig_1_polish_RGP_5	Xcr_barcode14	contig_1_polish	2681216	2694404	13	False	False
Xcr_barcode14_contig_1_polish_RGP_12	Xcr_barcode14	contig_1_polish	2816136	2840712	8	False	False
Xcr_barcode14_contig_1_polish_RGP_19	Xcr_barcode14	contig_1_polish	3005225	3009780	6	False	False
Xcr_barcode14_contig_1_polish_RGP_11	Xcr_barcode14	contig_1_polish	3420732	3434180	9	False	False
Xcr_barcode14_contig_1_polish_RGP_28	Xcr_barcode14	contig_1_polish	3591271	3597795	6	False	False
Xcr_barcode14_contig_1_polish_RGP_9	Xcr_barcode14	contig_1_polish	3617021	3631970	14	False	False
Xcr_barcode14_contig_1_polish_RGP_8	Xcr_barcode14	contig_1_polish	3673356	3681198	12	False	False
Xcr_barcode14_contig_1_polish_RGP_18	Xcr_barcode14	contig_1_polish	4036060	4047323	6	False	False
Xcr_barcode14_contig_1_polish_RGP_27	Xcr_barcode14	contig_1_polish	4095496	4103502	6	False	False
Xcr_barcode14_contig_1_polish_RGP_26	Xcr_barcode14	contig_1_polish	4281815	4289640	6	False	False
Xcr_barcode14_contig_1_polish_RGP_2	Xcr_barcode14	contig_1_polish	4319807	4341629	17	False	False
Xcr_barcode14_contig_1_polish_RGP_16	Xcr_barcode14	contig_1_polish	4692350	4703552	7	False	False
Xcr_barcode14_contig_1_polish_RGP_25	Xcr_barcode14	contig_1_polish	4823498	4826744	4	False	False
Xcr_barcode14_contig_1_polish_RGP_24	Xcr_barcode14	contig_1_polish	4877272	4884599	4	False	False
Xcr_barcode14_contig_1_polish_RGP_15	Xcr_barcode14	contig_1_polish	4904208	4912502	9	False	False
Xcr_barcode15_contig_1_polish_RGP_6	Xcr_barcode15	contig_1_polish	53653	85845	30	False	False
Xcr_barcode15_contig_1_polish_RGP_8	Xcr_barcode15	contig_1_polish	163304	177279	18	False	False
Xcr_barcode15_contig_1_polish_RGP_36	Xcr_barcode15	contig_1_polish	271676	274890	4	False	False
Xcr_barcode15_contig_1_polish_RGP_17	Xcr_barcode15	contig_1_polish	292738	307347	10	False	False
Xcr_barcode15_contig_1_polish_RGP_35	Xcr_barcode15	contig_1_polish	408823	414446	4	False	False
Xcr_barcode15_contig_1_polish_RGP_4	Xcr_barcode15	contig_1_polish	675472	712958	39	False	False
Xcr_barcode15_contig_1_polish_RGP_15	Xcr_barcode15	contig_1_polish	835029	851215	11	False	False
Xcr_barcode15_contig_1_polish_RGP_34	Xcr_barcode15	contig_1_polish	1218367	1226666	6	False	False
Xcr_barcode15_contig_1_polish_RGP_11	Xcr_barcode15	contig_1_polish	1248497	1263459	14	False	False
Xcr_barcode15_contig_1_polish_RGP_23	Xcr_barcode15	contig_1_polish	1285512	1290284	6	False	False
Xcr_barcode15_contig_1_polish_RGP_14	Xcr_barcode15	contig_1_polish	1450799	1464247	10	False	False
Xcr_barcode15_contig_1_polish_RGP_28	Xcr_barcode15	contig_1_polish	1973844	1980195	5	False	False
Xcr_barcode15_contig_1_polish_RGP_7	Xcr_barcode15	contig_1_polish	1985951	2008083	21	False	False
Xcr_barcode15_contig_1_polish_RGP_33	Xcr_barcode15	contig_1_polish	2105930	2113206	4	False	False
Xcr_barcode15_contig_1_polish_RGP_13	Xcr_barcode15	contig_1_polish	2138114	2149318	11	False	False
Xcr_barcode15_contig_1_polish_RGP_12	Xcr_barcode15	contig_1_polish	2417812	2427616	11	False	False
Xcr_barcode15_contig_1_polish_RGP_10	Xcr_barcode15	contig_1_polish	2487318	2503680	14	False	False
Xcr_barcode15_contig_1_polish_RGP_27	Xcr_barcode15	contig_1_polish	2658020	2664957	5	False	False
Xcr_barcode15_contig_1_polish_RGP_9	Xcr_barcode15	contig_1_polish	2694557	2704304	12	False	False
Xcr_barcode15_contig_1_polish_RGP_19	Xcr_barcode15	contig_1_polish	2823691	2829592	7	False	False
Xcr_barcode15_contig_1_polish_RGP_2	Xcr_barcode15	contig_1_polish	2887677	2928073	53	False	False
Xcr_barcode15_contig_1_polish_RGP_0	Xcr_barcode15	contig_1_polish	2946199	2997928	75	False	False
Xcr_barcode15_contig_1_polish_RGP_3	Xcr_barcode15	contig_1_polish	3087005	3139309	41	False	False
Xcr_barcode15_contig_1_polish_RGP_18	Xcr_barcode15	contig_1_polish	3312251	3321441	9	False	False
Xcr_barcode15_contig_1_polish_RGP_26	Xcr_barcode15	contig_1_polish	3698034	3705362	7	False	False
Xcr_barcode15_contig_1_polish_RGP_1	Xcr_barcode15	contig_1_polish	3718141	3791721	69	False	False
Xcr_barcode15_contig_1_polish_RGP_32	Xcr_barcode15	contig_1_polish	4211607	4219614	6	False	False
Xcr_barcode15_contig_1_polish_RGP_31	Xcr_barcode15	contig_1_polish	4402562	4407956	4	False	False
Xcr_barcode15_contig_1_polish_RGP_5	Xcr_barcode15	contig_1_polish	4436765	4451821	24	False	False
Xcr_barcode15_contig_1_polish_RGP_22	Xcr_barcode15	contig_1_polish	4719619	4725991	6	False	False
Xcr_barcode15_contig_1_polish_RGP_30	Xcr_barcode15	contig_1_polish	4731415	4735142	6	False	False
Xcr_barcode15_contig_1_polish_RGP_21	Xcr_barcode15	contig_1_polish	4887160	4894426	6	False	False
Xcr_barcode15_contig_1_polish_RGP_25	Xcr_barcode15	contig_1_polish	4912694	4921885	11	False	False
Xcr_barcode15_contig_1_polish_RGP_24	Xcr_barcode15	contig_1_polish	4939043	4942528	5	False	False
Xcr_barcode15_contig_1_polish_RGP_29	Xcr_barcode15	contig_1_polish	4995144	5002283	4	False	False
Xcr_barcode15_contig_1_polish_RGP_16	Xcr_barcode15	contig_1_polish	5020874	5034464	16	False	False
Xcr_barcode15_contig_1_polish_RGP_20	Xcr_barcode15	contig_1_polish	5044968	5053048	6	False	False
Xcr_barcode31_contig_1_polish_RGP_3	Xcr_barcode31	contig_1_polish	55368	82396	27	False	False
Xcr_barcode31_contig_1_polish_RGP_12	Xcr_barcode31	contig_1_polish	157087	167756	11	False	False
Xcr_barcode31_contig_1_polish_RGP_32	Xcr_barcode31	contig_1_polish	258509	261732	4	False	False
Xcr_barcode31_contig_1_polish_RGP_17	Xcr_barcode31	contig_1_polish	282360	304351	9	False	False
Xcr_barcode31_contig_1_polish_RGP_9	Xcr_barcode31	contig_1_polish	407961	417647	10	False	False
Xcr_barcode31_contig_1_polish_RGP_8	Xcr_barcode31	contig_1_polish	686763	695511	11	False	False
Xcr_barcode31_contig_1_polish_RGP_16	Xcr_barcode31	contig_1_polish	819597	827016	8	False	False
Xcr_barcode31_contig_1_polish_RGP_31	Xcr_barcode31	contig_1_polish	1105907	1110173	4	False	False
Xcr_barcode31_contig_1_polish_RGP_1	Xcr_barcode31	contig_1_polish	1194760	1222526	25	False	False
Xcr_barcode31_contig_1_polish_RGP_15	Xcr_barcode31	contig_1_polish	1233933	1245424	10	False	False
Xcr_barcode31_contig_1_polish_RGP_30	Xcr_barcode31	contig_1_polish	1620268	1624998	4	False	False
Xcr_barcode31_contig_1_polish_RGP_23	Xcr_barcode31	contig_1_polish	1885922	1893773	5	False	False
Xcr_barcode31_contig_1_polish_RGP_4	Xcr_barcode31	contig_1_polish	1899533	1919632	20	False	False
Xcr_barcode31_contig_1_polish_RGP_22	Xcr_barcode31	contig_1_polish	2019350	2028649	6	False	False
Xcr_barcode31_contig_1_polish_RGP_21	Xcr_barcode31	contig_1_polish	2053270	2060401	6	False	False
Xcr_barcode31_contig_1_polish_RGP_2	Xcr_barcode31	contig_1_polish	2293094	2311663	26	False	False
Xcr_barcode31_contig_1_polish_RGP_0	Xcr_barcode31	contig_1_polish	2407082	2450476	29	False	False
Xcr_barcode31_contig_1_polish_RGP_6	Xcr_barcode31	contig_1_polish	2606183	2620271	12	False	False
Xcr_barcode31_contig_1_polish_RGP_14	Xcr_barcode31	contig_1_polish	2650967	2658976	8	False	False
Xcr_barcode31_contig_1_polish_RGP_20	Xcr_barcode31	contig_1_polish	2778533	2800242	6	False	False
Xcr_barcode31_contig_1_polish_RGP_13	Xcr_barcode31	contig_1_polish	2964637	2977469	8	False	False
Xcr_barcode31_contig_1_polish_RGP_11	Xcr_barcode31	contig_1_polish	3131786	3141972	9	False	False
Xcr_barcode31_contig_1_polish_RGP_10	Xcr_barcode31	contig_1_polish	3397973	3411420	9	False	False
